TransactionID,Date,CustomerID,ProductID,RegionID,Units,UnitCost,Category,UnitPrice,DiscountPct,Revenue,COGS,GrossProfit
10258,2024-09-05,1111,113,2,2,47.13,Services,98.33,0.044,188.01,94.26,93.75
10259,2025-08-10,1030,102,1,2,100.73,Subscription,154.94,0.077,286.02,201.46,84.56
10260,2025-10-10,1142,107,2,2,65.35,Subscription,89.13,0.061,167.39,130.7,36.69
10261,2024-06-12,1297,112,4,1,38.6,Services,66.58,0.04,63.92,38.6,25.32
10262,2026-01-14,1226,111,4,2,21.04,Services,46.18,0.036,89.04,42.08,46.96
10263,2024-09-11,1249,117,3,2,64.14,Add-on,103.66,0.077,191.36,128.28,63.08
10264,2025-04-20,1049,117,2,3,64.14,Add-on,105.61,0.006,314.93,192.42,122.51
10265,2025-02-20,1213,116,1,2,27.96,Add-on,32.7,0.089,59.58,55.92,3.66
10266,2024-06-18,1268,106,1,3,39.99,Subscription,61.33,0.075,170.19,119.97,50.22
10267,2024-11-12,1287,112,4,2,38.6,Services,84.11,0.039,161.66,77.2,84.46
10268,2024-06-22,1194,112,4,3,38.6,Services,62.76,0.079,173.41,115.8,57.61
10269,2025-04-14,1253,105,3,4,26.09,Add-on,31.98,0.057,120.63,104.36,16.27
10270,2024-12-10,1078,118,5,3,73.13,Add-on,143.82,0.035,416.36,219.39,196.97
10271,2025-03-20,1243,118,5,4,73.13,Add-on,150.99,0.058,568.93,292.52,276.41
10272,2024-01-18,1090,115,3,1,95.3,Subscription,180.06,0.082,165.3,95.3,70.0
10273,2024-03-10,1005,102,2,3,100.73,Subscription,146.97,0.162,369.48,302.19,67.29
10274,2024-12-03,1280,113,3,5,47.13,Services,69.93,0.05,332.17,235.65,96.52
10275,2025-09-19,1149,105,1,3,26.09,Add-on,47.17,0.033,136.84,78.27,58.57
10276,2025-08-14,1281,116,3,1,27.96,Add-on,53.11,0.115,47.0,27.96,19.04
10277,2025-06-10,1190,115,2,1,95.3,Subscription,184.39,0.006,183.28,95.3,87.98
10278,2025-11-18,1273,101,1,4,116.54,Add-on,241.24,0.042,924.43,466.16,458.27
10279,2025-03-31,1072,108,2,3,54.67,Services,99.67,0.126,261.33,164.01,97.32
10280,2024-09-25,1067,112,5,4,38.6,Services,67.88,0.05,257.94,154.4,103.54
10281,2025-09-22,1062,113,1,3,47.13,Services,76.81,0.053,218.22,141.39,76.83
10282,2024-07-06,1133,119,5,2,10.34,Services,21.48,0.056,40.55,20.68,19.87
10283,2025-07-22,1267,111,2,6,21.04,Services,32.33,0.093,175.94,126.24,49.7
10284,2025-12-11,1222,119,2,8,10.34,Services,15.07,0.076,111.4,82.72,28.68
10285,2025-06-12,1125,110,1,1,75.36,Services,153.12,0.062,143.63,75.36,68.27
10286,2025-03-09,1264,118,4,1,73.13,Add-on,114.16,0.023,111.53,73.13,38.4
10287,2024-10-14,1006,109,1,4,38.49,Hardware,80.54,0.121,283.18,153.96,129.22
10288,2025-07-20,1205,117,2,4,64.14,Add-on,119.1,0.111,423.52,256.56,166.96
10289,2025-05-13,1178,102,5,5,100.73,Subscription,214.6,0.001,1071.93,503.65,568.28
10290,2025-03-16,1182,115,5,5,95.3,Subscription,123.2,0.009,610.46,476.5,133.96
10291,2026-02-19,1227,117,2,3,64.14,Add-on,85.82,0.067,240.21,192.42,47.79
10292,2024-10-29,1235,113,1,2,47.13,Services,101.15,0.026,197.04,94.26,102.78
10293,2024-03-27,1145,116,1,1,27.96,Add-on,55.55,0.089,50.61,27.96,22.65
10294,2025-03-13,1057,104,3,2,25.91,Services,45.27,0.054,85.65,51.82,33.83
10295,2025-06-24,1295,116,3,6,27.96,Add-on,57.16,0.043,328.21,167.76,160.45
10296,2024-01-22,1240,113,4,3,47.13,Services,89.24,0.033,258.89,141.39,117.5
10297,2025-07-13,1286,102,1,2,100.73,Subscription,167.14,0.073,309.88,201.46,108.42
10298,2025-05-31,1162,114,5,4,57.45,Add-on,108.72,0.063,407.48,229.8,177.68
10299,2026-01-31,1025,111,1,3,21.04,Services,33.34,0.011,98.92,63.12,35.8
10300,2025-11-05,1105,116,5,2,27.96,Add-on,60.17,0.0,120.34,55.92,64.42
10301,2025-05-17,1239,116,5,2,27.96,Add-on,46.62,0.109,83.08,55.92,27.16
10302,2025-12-14,1041,118,1,4,73.13,Add-on,94.18,0.119,331.89,292.52,39.37
10303,2025-04-11,1132,106,2,3,39.99,Subscription,61.35,0.085,168.41,119.97,48.44
10304,2024-04-10,1043,104,5,2,25.91,Services,46.41,0.095,84.0,51.82,32.18
10305,2025-08-05,1034,101,2,2,116.54,Add-on,184.1,0.112,326.96,233.08,93.88
10306,2025-11-05,1000,115,3,2,95.3,Subscription,205.29,0.089,374.04,190.6,183.44
10307,2025-11-15,1225,112,2,4,38.6,Services,83.16,0.061,312.35,154.4,157.95
10308,2024-05-20,1298,110,2,2,75.36,Services,135.0,0.064,252.72,150.72,102.0
10309,2024-05-17,1287,106,4,2,39.99,Subscription,46.43,0.0,92.86,79.98,12.88
10310,2025-07-31,1235,102,1,4,100.73,Subscription,161.49,0.063,605.26,402.92,202.34
10311,2025-12-10,1032,105,2,3,26.09,Add-on,47.62,0.114,126.57,78.27,48.3
10312,2024-08-15,1094,104,2,1,25.91,Services,54.34,0.0,54.34,25.91,28.43
10313,2024-10-07,1204,100,5,1,7.37,Services,10.06,0.101,9.04,7.37,1.67
10314,2025-11-14,1108,100,1,3,7.37,Services,9.14,0.013,27.06,22.11,4.95
10315,2025-03-06,1029,117,4,3,64.14,Add-on,120.78,0.026,352.92,192.42,160.5
10316,2024-02-09,1265,102,1,5,100.73,Subscription,142.25,0.059,669.29,503.65,165.64
10317,2025-06-02,1022,118,1,2,73.13,Add-on,151.82,0.126,265.38,146.26,119.12
10318,2025-11-16,1096,109,2,3,38.49,Hardware,79.24,0.065,222.27,115.47,106.8
10319,2025-10-24,1038,119,3,2,10.34,Services,17.94,0.031,34.77,20.68,14.09
10320,2024-07-29,1172,110,4,4,75.36,Services,125.18,0.142,429.62,301.44,128.18
10321,2024-10-28,1247,107,4,4,65.35,Subscription,78.17,0.054,295.8,261.4,34.4
10322,2024-03-26,1161,119,1,2,10.34,Services,22.7,0.012,44.86,20.68,24.18
10323,2025-01-31,1179,110,1,4,75.36,Services,105.57,0.058,397.79,301.44,96.35
10324,2024-09-09,1102,104,4,2,25.91,Services,40.82,0.094,73.97,51.82,22.15
10325,2025-06-16,1208,103,4,2,29.42,Services,52.9,0.054,100.09,58.84,41.25
10326,2026-02-07,1021,112,3,2,38.6,Services,61.0,0.0,122.0,77.2,44.8
10327,2025-01-15,1004,105,1,2,26.09,Add-on,52.4,0.0,104.8,52.18,52.62
10328,2025-03-19,1138,101,3,1,116.54,Add-on,143.0,0.042,136.99,116.54,20.45
10329,2024-02-02,1213,105,1,4,26.09,Add-on,50.81,0.211,160.36,104.36,56.0
10330,2024-09-16,1159,109,2,3,38.49,Hardware,53.4,0.075,148.18,115.47,32.71
10331,2024-08-21,1138,103,3,4,29.42,Services,54.55,0.131,189.62,117.68,71.94
10332,2025-05-29,1144,115,3,2,95.3,Subscription,188.12,0.016,370.22,190.6,179.62
10333,2024-11-03,1159,109,2,5,38.49,Hardware,77.34,0.044,369.69,192.45,177.24
10334,2026-01-08,1082,100,3,5,7.37,Services,13.32,0.005,66.27,36.85,29.42
10335,2024-03-10,1154,112,1,7,38.6,Services,74.61,0.084,478.4,270.2,208.2
10336,2025-03-29,1287,113,4,3,47.13,Services,90.66,0.115,240.7,141.39,99.31
10337,2025-03-14,1280,111,3,4,21.04,Services,24.54,0.0,98.16,84.16,14.0
10338,2024-12-29,1063,112,4,4,38.6,Services,68.75,0.0,275.0,154.4,120.6
10339,2026-02-04,1191,100,4,3,7.37,Services,10.86,0.0,32.58,22.11,10.47
10340,2025-04-25,1155,113,5,4,47.13,Services,77.67,0.089,283.03,188.52,94.51
10341,2024-05-23,1090,107,3,1,65.35,Subscription,119.49,0.034,115.43,65.35,50.08
10342,2024-01-24,1141,113,2,5,47.13,Services,99.85,0.107,445.83,235.65,210.18
10343,2025-02-28,1041,100,1,2,7.37,Services,13.63,0.034,26.33,14.74,11.59
10344,2026-01-15,1248,116,3,4,27.96,Add-on,44.16,0.065,165.16,111.84,53.32
10345,2024-06-23,1294,115,5,4,95.3,Subscription,148.57,0.135,514.05,381.2,132.85
10346,2024-11-20,1257,111,3,5,21.04,Services,30.93,0.01,153.1,105.2,47.9
10347,2025-11-01,1000,119,3,2,10.34,Services,18.66,0.071,34.67,20.68,13.99
10348,2024-12-13,1108,104,1,3,25.91,Services,48.17,0.044,138.15,77.73,60.42
10349,2024-01-18,1124,117,4,5,64.14,Add-on,136.09,0.08,626.01,320.7,305.31
10350,2024-02-13,1063,103,4,4,29.42,Services,37.41,0.047,142.61,117.68,24.93
10351,2024-06-03,1205,119,2,3,10.34,Services,22.17,0.128,58.0,31.02,26.98
10352,2025-01-11,1243,110,5,4,75.36,Services,127.15,0.033,491.82,301.44,190.38
10353,2026-01-12,1077,107,2,6,65.35,Subscription,121.38,0.0,728.28,392.1,336.18
10354,2025-02-05,1110,108,2,2,54.67,Services,101.99,0.15,173.38,109.34,64.04
10355,2024-08-12,1141,119,2,2,10.34,Services,13.63,0.036,26.28,20.68,5.6
10356,2024-08-04,1215,109,5,2,38.49,Hardware,72.2,0.056,136.31,76.98,59.33
10357,2025-07-21,1015,106,5,4,39.99,Subscription,54.75,0.103,196.44,159.96,36.48
10358,2024-01-31,1053,118,2,4,73.13,Add-on,110.34,0.085,403.84,292.52,111.32
10359,2024-02-28,1140,100,5,2,7.37,Services,15.23,0.089,27.75,14.74,13.01
10360,2024-12-18,1078,104,5,3,25.91,Services,52.69,0.034,152.7,77.73,74.97
10361,2025-03-20,1148,105,2,4,26.09,Add-on,49.01,0.086,179.18,104.36,74.82
10362,2024-08-22,1126,111,1,1,21.04,Services,27.76,0.077,25.62,21.04,4.58
10363,2024-04-16,1157,111,1,3,21.04,Services,28.72,0.049,81.94,63.12,18.82
10364,2024-07-09,1278,113,5,5,47.13,Services,87.67,0.078,404.16,235.65,168.51
10365,2025-06-13,1037,106,3,5,39.99,Subscription,57.74,0.018,283.5,199.95,83.55
10366,2026-01-07,1156,119,4,4,10.34,Services,15.06,0.121,52.95,41.36,11.59
10367,2025-11-09,1287,119,4,1,10.34,Services,13.87,0.157,11.69,10.34,1.35
10368,2025-08-05,1111,113,2,3,47.13,Services,73.94,0.0,221.82,141.39,80.43
10369,2025-07-19,1189,115,4,3,95.3,Subscription,121.93,0.058,344.57,285.9,58.67
10370,2024-09-01,1105,108,5,2,54.67,Services,103.11,0.022,201.68,109.34,92.34
10371,2024-03-16,1090,101,3,2,116.54,Add-on,134.53,0.0,269.06,233.08,35.98
10372,2025-06-30,1048,116,5,2,27.96,Add-on,33.19,0.052,62.93,55.92,7.01
10373,2024-09-23,1160,103,3,2,29.42,Services,58.33,0.042,111.76,58.84,52.92
10374,2024-11-12,1003,113,5,3,47.13,Services,60.91,0.098,164.82,141.39,23.43
10375,2024-04-30,1197,113,1,1,47.13,Services,95.06,0.118,83.84,47.13,36.71
10376,2024-01-25,1253,114,3,3,57.45,Add-on,67.17,0.049,191.64,172.35,19.29
10377,2025-03-07,1089,111,1,2,21.04,Services,27.7,0.134,47.98,42.08,5.9
10378,2024-06-08,1019,112,2,2,38.6,Services,64.19,0.048,122.22,77.2,45.02
10379,2025-08-18,1076,109,5,4,38.49,Hardware,60.55,0.072,224.76,153.96,70.8
10380,2024-04-23,1219,115,3,4,95.3,Subscription,157.41,0.095,569.82,381.2,188.62
10381,2026-01-04,1161,114,1,3,57.45,Add-on,125.57,0.108,336.03,172.35,163.68
10382,2025-05-16,1114,107,5,2,65.35,Subscription,117.3,0.102,210.67,130.7,79.97
10383,2024-06-14,1093,103,5,2,29.42,Services,38.33,0.034,74.05,58.84,15.21
10384,2025-12-03,1132,100,2,1,7.37,Services,9.87,0.113,8.75,7.37,1.38
10385,2024-06-23,1171,113,5,1,47.13,Services,92.85,0.114,82.27,47.13,35.14
10386,2024-01-01,1113,108,2,5,54.67,Services,81.46,0.076,376.35,273.35,103.0
10387,2026-01-10,1008,118,1,4,73.13,Add-on,131.53,0.069,489.82,292.52,197.3
10388,2024-03-26,1298,105,2,4,26.09,Add-on,41.21,0.069,153.47,104.36,49.11
10389,2025-07-27,1259,115,5,4,95.3,Subscription,118.15,0.124,414.0,381.2,32.8
10390,2024-11-15,1169,110,2,1,75.36,Services,165.5,0.031,160.37,75.36,85.01
10391,2025-02-04,1097,110,3,3,75.36,Services,119.42,0.021,350.74,226.08,124.66
10392,2025-01-16,1168,113,3,1,47.13,Services,61.01,0.021,59.73,47.13,12.6
10393,2025-12-18,1217,110,4,2,75.36,Services,152.1,0.065,284.43,150.72,133.71
10394,2025-09-08,1043,113,5,2,47.13,Services,77.64,0.032,77.12,94.26,-17.14
10395,2024-11-13,1260,100,5,3,7.37,Services,9.43,0.05,26.88,22.11,4.77
10396,2024-09-06,1284,110,4,2,75.36,Services,132.39,0.064,247.83,150.72,97.11
10397,2025-06-08,1125,117,1,2,64.14,Add-on,123.87,0.139,213.3,128.28,85.02
10398,2025-11-05,1259,116,5,3,27.96,Add-on,41.83,0.0,125.49,83.88,41.61
10399,2025-07-08,1213,103,1,3,29.42,Services,49.35,0.009,146.72,88.26,58.46
10400,2025-09-14,1199,113,3,4,47.13,Services,97.83,0.104,350.62,188.52,162.1
10401,2025-12-17,1235,107,1,2,65.35,Subscription,100.9,0.154,170.72,130.7,40.02
10402,2024-09-12,1135,114,3,1,57.45,Add-on,122.15,0.095,110.55,57.45,53.1
10403,2024-11-02,1115,115,3,3,95.3,Subscription,135.75,0.013,401.96,285.9,116.06
10404,2024-05-23,1154,100,1,2,7.37,Services,12.22,0.091,22.22,14.74,7.48
10405,2025-10-19,1017,100,5,3,7.37,Services,14.42,0.09,39.37,22.11,17.26
10406,2025-01-25,1003,109,5,2,38.49,Hardware,56.9,0.103,102.08,76.98,25.1
10407,2025-11-06,1164,101,4,3,116.54,Add-on,175.89,0.084,483.35,349.62,133.73
10408,2024-06-17,1126,111,1,5,21.04,Services,38.74,0.098,174.72,105.2,69.52
10409,2024-10-24,1212,103,4,4,29.42,Services,48.99,0.105,175.38,117.68,57.7
10410,2024-08-20,1047,118,5,3,73.13,Add-on,108.51,0.084,298.19,219.39,78.8
10411,2024-09-27,1045,100,1,1,7.37,Services,12.17,0.106,10.88,7.37,3.51
10412,2024-02-29,1045,100,1,1,7.37,Services,10.6,0.051,10.06,7.37,2.69
10413,2024-10-22,1047,108,5,5,54.67,Services,83.25,0.038,400.43,273.35,127.08
10414,2025-04-11,1186,119,3,1,10.34,Services,20.81,0.0,20.81,10.34,10.47
10415,2024-08-22,1119,112,1,2,38.6,Services,66.37,0.097,119.86,77.2,42.66
10416,2025-11-07,1131,110,4,3,75.36,Services,120.84,0.0,362.52,226.08,136.44
10417,2025-12-06,1018,118,5,3,73.13,Add-on,107.41,0.089,293.55,219.39,74.16
10418,2024-08-21,1274,116,1,3,27.96,Add-on,54.25,0.0,162.75,83.88,78.87
10419,2025-01-02,1231,102,1,4,100.73,Subscription,205.82,0.001,822.46,402.92,419.54
10420,2025-11-25,1041,119,1,3,10.34,Services,14.72,0.026,43.01,31.02,11.99
10421,2024-08-19,1091,112,3,1,38.6,Services,84.81,0.102,76.16,38.6,37.56
10422,2025-05-05,1260,118,5,3,73.13,Add-on,132.42,0.087,362.7,219.39,143.31
10423,2025-09-10,1047,119,5,3,10.34,Services,21.46,0.07,59.87,31.02,28.85
10424,2025-05-17,1281,108,3,4,54.67,Services,90.09,0.065,336.94,218.68,118.26
10425,2026-01-04,1073,118,1,4,73.13,Add-on,138.68,0.049,527.54,292.52,235.02
10426,2025-08-14,1215,118,5,4,73.13,Add-on,159.82,0.0,639.28,292.52,346.76
10427,2026-01-15,1220,100,3,2,7.37,Services,15.78,0.068,29.41,14.74,14.67
10428,2025-01-15,1108,116,1,4,27.96,Add-on,38.58,0.057,145.52,111.84,33.68
10429,2025-11-26,1134,113,2,3,47.13,Services,90.72,0.024,265.63,141.39,124.24
10430,2025-03-03,1237,111,3,1,21.04,Services,29.72,0.133,25.77,21.04,4.73
10431,2025-11-27,1154,101,1,2,116.54,Add-on,252.87,0.094,458.2,233.08,225.12
10432,2025-10-07,1055,102,2,5,100.73,Subscription,199.49,0.025,972.51,503.65,468.86
10433,2026-01-01,1197,104,1,2,25.91,Services,51.97,0.119,91.57,51.82,39.75
10434,2024-12-29,1037,102,3,2,100.73,Subscription,214.91,0.13,373.94,201.46,172.48
10435,2024-07-20,1216,113,3,2,47.13,Services,90.46,0.043,173.14,94.26,78.88
10436,2024-05-25,1230,117,4,3,64.14,Add-on,94.93,0.087,260.01,192.42,67.59
10437,2025-09-30,1256,104,4,3,25.91,Services,47.78,0.07,133.31,77.73,55.58
10438,2025-04-01,1208,102,4,4,100.73,Subscription,172.57,0.0,690.28,402.92,287.36
10439,2024-05-14,1200,101,2,1,116.54,Add-on,223.43,0.05,212.26,116.54,95.72
10440,2025-09-17,1136,108,3,3,54.67,Services,77.97,0.1,210.52,164.01,46.51
10441,2024-09-20,1127,117,3,7,64.14,Add-on,110.8,0.067,723.63,448.98,274.65
10442,2024-03-04,1052,101,4,2,116.54,Add-on,168.03,0.106,300.44,233.08,67.36
10443,2025-05-05,1083,118,3,1,73.13,Add-on,139.82,0.073,129.61,73.13,56.48
10444,2025-10-08,1208,102,4,2,100.73,Subscription,200.54,0.044,383.43,201.46,181.97
10445,2024-02-10,1284,117,4,3,64.14,Add-on,85.76,0.132,223.32,192.42,30.9
10446,2024-10-22,1035,113,2,4,47.13,Services,101.7,0.04,390.53,188.52,202.01
10447,2024-01-03,1214,112,2,3,38.6,Services,66.57,0.055,188.73,115.8,72.93
10448,2025-12-06,1026,115,3,1,95.3,Subscription,197.86,0.129,172.34,95.3,77.04
10449,2024-04-19,1145,110,1,8,75.36,Services,106.78,0.181,699.62,602.88,96.74
10450,2024-08-08,1017,111,5,1,21.04,Services,28.48,0.103,25.55,21.04,4.51
10451,2025-01-04,1117,102,2,2,100.73,Subscription,216.23,0.054,409.11,201.46,207.65
10452,2025-01-02,1136,105,3,3,26.09,Add-on,57.22,0.04,164.79,78.27,86.52
10453,2025-03-11,1066,115,1,4,95.3,Subscription,129.62,0.007,514.85,381.2,133.65
10454,2024-01-04,1029,111,4,4,21.04,Services,36.62,0.128,127.73,84.16,43.57
10455,2024-08-31,1072,119,2,6,10.34,Services,19.66,0.114,104.51,62.04,42.47
10456,2024-06-14,1122,105,1,3,26.09,Add-on,39.45,0.035,114.21,78.27,35.94
10457,2024-01-26,1227,119,2,3,10.34,Services,16.34,0.039,47.11,31.02,16.09
10458,2025-01-29,1272,113,1,3,47.13,Services,78.94,0.012,233.98,141.39,92.59
10459,2025-04-18,1245,108,1,3,54.67,Services,66.62,0.017,196.46,164.01,32.45
10460,2024-01-17,1038,116,3,2,27.96,Add-on,49.29,0.043,94.34,55.92,38.42
10461,2025-12-28,1169,111,2,3,21.04,Services,32.69,0.063,91.89,63.12,28.77
10462,2024-04-01,1101,100,2,2,7.37,Services,14.11,0.142,24.21,14.74,9.47
10463,2025-04-27,1293,119,5,3,10.34,Services,14.44,0.03,42.02,31.02,11.0
10464,2025-06-26,1242,107,2,4,65.35,Subscription,128.84,0.14,443.21,261.4,181.81
10465,2024-07-23,1156,111,4,2,21.04,Services,26.01,0.074,48.17,42.08,6.09
10466,2025-05-16,1264,115,4,2,95.3,Subscription,140.03,0.0,280.06,190.6,89.46
10467,2025-02-03,1256,100,4,5,7.37,Services,12.76,0.111,56.72,36.85,19.87
10468,2024-07-25,1122,102,1,2,100.73,Subscription,131.47,0.0,262.94,201.46,61.48
10469,2025-09-10,1046,111,1,4,21.04,Services,29.05,0.162,97.38,84.16,13.22
10470,2024-05-25,1009,103,5,2,29.42,Services,38.76,0.092,70.39,58.84,11.55
10471,2024-04-10,1143,109,3,4,38.49,Hardware,79.32,0.133,275.08,153.96,121.12
10472,2024-08-28,1298,101,2,5,116.54,Add-on,185.81,0.019,911.4,582.7,328.7
10473,2026-01-28,1151,108,2,3,54.67,Services,104.03,0.038,300.23,164.01,136.22
10474,2024-06-11,1135,102,3,3,100.73,Subscription,178.11,0.064,500.13,302.19,197.94
10475,2024-06-21,1074,119,4,3,10.34,Services,18.55,0.055,52.59,31.02,21.57
10476,2025-05-16,1025,119,1,3,10.34,Services,22.06,0.046,63.14,31.02,32.12
10477,2025-06-30,1006,100,1,3,7.37,Services,11.08,0.0,33.24,22.11,11.13
10478,2024-10-10,1078,104,5,3,25.91,Services,37.1,0.095,100.73,77.73,23.0
10479,2024-12-24,1014,104,3,4,25.91,Services,41.64,0.077,153.73,103.64,50.09
10480,2025-01-15,1206,101,4,1,116.54,Add-on,188.48,0.138,162.47,116.54,45.93
10481,2025-06-16,1088,114,4,1,57.45,Add-on,120.45,0.017,118.4,57.45,60.95
10482,2024-06-11,1096,100,2,2,7.37,Services,15.13,0.049,28.78,14.74,14.04
10483,2025-08-31,1215,104,5,3,25.91,Services,41.17,0.076,114.12,77.73,36.39
10484,2024-11-02,1258,106,5,2,39.99,Subscription,78.8,0.052,149.4,79.98,69.42
10485,2024-12-04,1286,110,1,1,75.36,Services,125.38,0.032,121.37,75.36,46.01
10486,2024-02-24,1074,109,4,2,38.49,Hardware,78.91,0.048,150.24,76.98,73.26
10487,2024-11-28,1241,101,4,2,116.54,Add-on,153.02,0.102,274.82,233.08,41.74
10488,2024-05-06,1016,113,5,4,47.13,Services,101.82,0.092,369.81,188.52,181.29
10489,2025-12-05,1176,104,3,1,25.91,Services,36.67,0.112,32.56,25.91,6.65
10490,2024-08-30,1258,115,5,2,95.3,Subscription,139.4,0.02,273.22,190.6,82.62
10491,2025-08-22,1122,101,1,3,116.54,Add-on,134.18,0.076,371.95,349.62,22.33
10492,2025-02-12,1110,109,2,2,38.49,Hardware,57.45,0.019,112.72,76.98,35.74
10493,2025-05-17,1255,117,5,2,64.14,Add-on,126.12,0.113,223.74,128.28,95.46
10494,2025-12-27,1233,104,1,1,25.91,Services,45.97,0.149,39.12,25.91,13.21
10495,2025-08-26,1039,116,2,1,27.96,Add-on,59.81,0.062,56.1,27.96,28.14
10496,2024-10-29,1121,110,5,2,75.36,Services,152.46,0.0,304.92,150.72,154.2
10497,2025-04-08,1214,104,2,3,25.91,Services,33.2,0.023,97.31,77.73,19.58
10498,2024-08-22,1295,105,3,2,26.09,Add-on,53.6,0.0,107.2,52.18,55.02
10499,2025-11-26,1285,115,5,1,95.3,Subscription,159.42,0.041,152.88,95.3,57.58
10500,2024-02-07,1280,104,3,3,25.91,Services,43.82,0.087,120.02,77.73,42.29
10501,2024-05-18,1006,115,1,5,95.3,Subscription,201.59,0.04,967.63,476.5,491.13
10502,2024-07-13,1091,116,3,3,27.96,Add-on,32.65,0.0,97.95,83.88,14.07
10503,2025-06-10,1122,108,1,4,54.67,Services,80.57,0.094,291.99,218.68,73.31
10504,2026-02-07,1095,101,5,2,116.54,Add-on,134.73,0.0,269.46,233.08,36.38
10505,2025-10-08,1000,118,3,2,73.13,Add-on,96.14,0.137,165.94,146.26,19.68
10506,2024-01-01,1090,116,3,1,27.96,Add-on,57.99,0.058,54.63,27.96,26.67
10507,2025-07-14,1006,104,1,3,25.91,Services,41.45,0.067,116.02,77.73,38.29
10508,2024-04-05,1119,101,1,6,116.54,Add-on,239.17,0.123,1258.51,699.24,559.27
10509,2025-12-13,1128,110,5,4,75.36,Services,90.66,0.147,309.33,301.44,7.89
10510,2025-02-16,1178,100,5,3,7.37,Services,10.16,0.0,30.48,22.11,8.37
10511,2025-06-21,1097,108,3,3,54.67,Services,109.89,0.0,329.67,164.01,165.66
10512,2025-03-04,1042,105,4,4,26.09,Add-on,53.6,0.075,198.32,104.36,93.96
10513,2024-08-22,1182,110,5,5,75.36,Services,130.31,0.118,574.67,376.8,197.87
10514,2024-12-14,1184,107,3,2,65.35,Subscription,79.24,0.049,150.71,130.7,20.01
10515,2026-01-25,1052,112,4,3,38.6,Services,69.04,0.127,180.82,115.8,65.02
10516,2025-04-25,1227,111,2,3,21.04,Services,43.13,0.128,112.83,63.12,49.71
10517,2025-01-30,1160,108,3,2,54.67,Services,84.74,0.181,138.8,109.34,29.46
10518,2024-12-16,1234,114,1,3,57.45,Add-on,74.11,0.078,204.99,172.35,32.64
10519,2025-02-19,1199,104,3,7,25.91,Services,41.97,0.0,293.79,181.37,112.42
10520,2024-02-20,1000,114,3,1,57.45,Add-on,102.1,0.041,97.91,57.45,40.46
10521,2024-03-21,1013,101,5,4,116.54,Add-on,234.84,0.117,829.45,466.16,363.29
10522,2024-02-05,1212,114,4,3,57.45,Add-on,120.03,0.115,318.68,172.35,146.33
10523,2024-03-07,1276,119,1,5,10.34,Services,18.62,0.022,91.05,51.7,39.35
10524,2025-10-02,1033,102,4,5,100.73,Subscription,121.23,0.067,565.54,503.65,61.89
10525,2025-10-28,1269,109,2,2,38.49,Hardware,79.77,0.047,152.04,76.98,75.06
10526,2026-01-26,1167,106,4,3,39.99,Subscription,71.64,0.017,108.4,119.97,-11.57
10527,2025-09-14,1169,109,2,1,38.49,Hardware,59.37,0.093,53.85,38.49,15.36
10528,2025-11-10,1081,109,3,2,38.49,Hardware,51.57,0.031,99.94,76.98,22.96
10529,2025-04-25,1136,107,3,2,65.35,Subscription,102.87,0.047,196.07,130.7,65.37
10530,2025-04-12,1232,112,5,3,38.6,Services,64.92,0.003,194.18,115.8,78.38
10531,2024-05-21,1114,101,5,6,116.54,Add-on,214.82,0.146,1100.74,699.24,401.5
10532,2024-12-21,1251,111,4,4,21.04,Services,31.55,0.085,115.47,84.16,31.31
10533,2025-12-09,1288,108,3,3,54.67,Services,100.72,0.072,280.4,164.01,116.39
10534,2025-04-15,1048,100,5,4,7.37,Services,11.66,0.046,44.49,29.48,15.01
10535,2025-09-12,1003,111,5,1,21.04,Services,36.02,0.045,34.4,21.04,13.36
10536,2025-08-13,1175,111,3,4,21.04,Services,43.03,0.126,150.43,84.16,66.27
10537,2025-11-03,1271,102,5,3,100.73,Subscription,169.15,0.0,507.45,302.19,205.26
10538,2025-03-14,1025,107,1,2,65.35,Subscription,141.35,0.108,252.17,130.7,121.47
10539,2025-06-14,1069,112,4,1,38.6,Services,65.35,0.036,63.0,38.6,24.4
10540,2024-05-06,1292,116,1,2,27.96,Add-on,60.56,0.061,113.73,55.92,57.81
10541,2024-07-23,1233,119,1,3,10.34,Services,14.71,0.14,37.95,31.02,6.93
10542,2024-01-29,1230,109,4,4,38.49,Hardware,68.67,0.161,230.46,153.96,76.5
10543,2025-03-20,1262,114,3,6,57.45,Add-on,68.62,0.12,362.31,344.7,17.61
10544,2025-12-19,1285,108,5,2,54.67,Services,84.89,0.035,163.84,109.34,54.5
10545,2025-04-08,1073,117,1,2,64.14,Add-on,96.92,0.025,188.99,128.28,60.71
10546,2024-10-06,1120,107,3,5,65.35,Subscription,130.93,0.175,540.09,326.75,213.34
10547,2024-05-30,1005,113,2,3,47.13,Services,103.51,0.0,310.53,141.39,169.14
10548,2024-08-27,1023,110,5,2,75.36,Services,150.01,0.017,294.92,150.72,144.2
10549,2024-09-22,1193,112,3,1,38.6,Services,49.12,0.079,45.24,38.6,6.64
10550,2025-11-24,1167,115,4,5,95.3,Subscription,166.45,0.126,727.39,476.5,250.89
10551,2024-04-14,1209,113,1,4,47.13,Services,73.26,0.036,282.49,188.52,93.97
10552,2025-03-08,1132,108,2,3,54.67,Services,64.06,0.033,185.84,164.01,21.83
10553,2025-05-11,1291,108,1,3,54.67,Services,95.39,0.014,282.16,164.01,118.15
