EmployeeKey,Age,AttritionFlag,CommuteMiles,Department,Gender,JobRole,JobSatisfaction,MonthlySalary,OvertimeFlag,PerformanceRating,TenureYears,TrainingHoursMonthly,YearsSincePromotion,HireDate,TerminationDate,SnapshotDate
100492,24,0,5,Operations,Male,Operations Analyst,2,8361.06,0,5,1,9,1,2025-02-20,,2026-09-01
100493,28,0,39,Finance,Male,Financial Analyst,5,11854.31,0,1,0,4,0,2026-06-02,,2026-09-01
100494,60,1,19,Operations,Male,Operations Analyst,4,9549.87,0,1,5,10,0,2021-03-15,2026-05-16,2026-09-01
100495,21,0,21,Customer Support,Male,Support Specialist,4,13674.06,1,4,6,19,5,2020-01-27,,2026-09-01
100496,38,0,29,HR,Male,HR Specialist,3,7776.15,1,3,14,9,4,2012-02-17,,2026-09-01
100497,65,0,20,Finance,Female,Financial Analyst,4,4503.6,1,3,5,20,4,2021-07-09,,2026-09-01
100498,22,0,7,Engineering,Male,Software Engineer,2,14056.43,0,1,18,14,1,2008-02-04,,2026-09-01
100499,25,0,7,Finance,Male,Financial Analyst,1,13173.55,0,4,6,5,0,2019-12-31,,2026-09-01
100500,29,1,24,Operations,Female,Operations Analyst,5,9021.39,1,4,3,17,0,2022-10-30,2026-02-10,2026-09-01
100501,35,0,28,Engineering,Female,Software Engineer,4,12172.36,0,3,8,12,3,2017-12-05,,2026-09-01
100502,30,0,32,HR,Female,HR Specialist,4,8995.35,1,3,14,17,10,2011-10-23,,2026-09-01
100503,51,0,36,Sales,Female,Sales Manager,2,4684.96,0,1,1,8,1,2024-10-10,,2026-09-01
100504,25,0,30,Finance,Male,Accountant,4,12663.18,0,4,13,11,1,2013-01-25,,2026-09-01
100505,58,0,25,Operations,Male,Operations Analyst,1,11644.46,0,2,3,4,3,2023-06-06,,2026-09-01
100506,38,0,15,Operations,Female,Coordinator,4,14311.75,0,1,1,18,1,2025-06-20,,2026-09-01
100507,58,1,34,Sales,Male,Sales Manager,4,10965.25,1,5,12,17,2,2013-10-23,2025-09-24,2026-09-01
100508,32,0,7,Finance,Male,Finance Manager,5,9356.25,0,1,15,19,5,2011-04-10,,2026-09-01
100509,47,0,21,Sales,Male,Account Executive,4,13048.92,0,4,12,24,4,2014-02-03,,2026-09-01
100510,64,0,14,Finance,Female,Finance Manager,5,7264.33,0,1,7,2,0,2018-10-13,,2026-09-01
100511,48,1,3,HR,Female,Recruiter,3,12421.84,1,5,10,19,6,2016-08-11,2025-11-08,2026-09-01
100512,32,0,10,HR,Male,HR Specialist,1,7683.72,0,5,12,2,2,2014-05-05,,2026-09-01
100513,27,0,10,Finance,Male,Accountant,2,11273.39,0,3,20,12,6,2006-03-02,,2026-09-01
100514,52,0,16,Engineering,Female,BI Developer,1,9459.97,0,5,19,10,5,2007-01-19,,2026-09-01
100515,58,0,20,Customer Support,Male,Support Lead,1,8156.73,0,5,1,16,1,2025-01-31,,2026-09-01
100516,38,1,30,HR,Male,HR Manager,3,6507.0,0,2,5,15,3,2020-11-13,2026-01-19,2026-09-01
100517,55,0,2,Customer Support,Male,Support Lead,5,8480.05,0,4,1,20,0,2025-03-30,,2026-09-01
100518,50,0,7,HR,Female,HR Manager,2,13363.36,0,5,12,22,11,2014-04-27,,2026-09-01
100519,39,0,29,Sales,Male,Sales Representative,5,5127.79,0,3,8,23,3,2018-06-30,,2026-09-01
100520,47,1,39,Sales,Female,Sales Representative,2,3937.63,1,2,0,0,0,2026-08-12,2025-11-14,2026-09-01
100521,21,0,3,Operations,Male,Coordinator,3,4296.31,0,5,10,9,4,2016-06-10,,2026-09-01
100522,51,0,12,Operations,Male,Operations Manager,4,9136.1,0,1,9,2,9,2017-05-11,,2026-09-01
100523,65,0,26,HR,Female,HR Specialist,5,4615.34,0,1,5,15,4,2020-12-21,,2026-09-01
100524,63,0,27,HR,Female,HR Manager,2,5964.6,0,1,20,10,7,2005-10-15,,2026-09-01
100525,28,0,20,Customer Support,Male,Support Specialist,2,10045.02,0,5,18,15,8,2007-09-27,,2026-09-01
100526,36,0,37,Sales,Female,Account Executive,1,12695.93,0,4,3,15,1,2023-06-10,,2026-09-01
100527,29,0,29,Engineering,Male,Software Engineer,3,6142.56,1,5,12,4,9,2014-06-04,,2026-09-01
100528,22,0,23,Engineering,Male,BI Developer,2,8995.04,0,5,8,2,5,2018-04-26,,2026-09-01
100529,38,0,22,HR,Female,Recruiter,5,8818.69,1,4,1,0,0,2025-02-10,,2026-09-01
100530,50,0,11,HR,Male,HR Specialist,4,3743.29,0,2,8,2,7,2017-12-17,,2026-09-01
100531,35,0,34,Finance,Male,Financial Analyst,3,12609.44,0,4,15,10,4,2010-12-05,,2026-09-01
100532,54,1,23,Finance,Female,Accountant,3,8373.2,0,1,6,0,4,2019-11-10,2026-08-30,2026-09-01
100533,56,0,35,Operations,Female,Operations Manager,4,4825.71,0,2,12,18,0,2014-09-01,,2026-09-01
100534,65,0,36,Customer Support,Male,Customer Success Manager,4,4180.65,0,2,19,17,15,2006-09-10,,2026-09-01
100535,56,0,39,Sales,Female,Account Executive,5,3640.77,0,4,11,18,8,2015-05-22,,2026-09-01
100536,34,0,39,HR,Female,Recruiter,2,5952.85,1,3,0,8,0,2026-05-26,,2026-09-01
100537,27,1,12,Sales,Female,Account Executive,3,9679.78,0,2,13,10,0,2012-12-29,2025-09-04,2026-09-01
100538,56,0,9,Engineering,Female,Software Engineer,1,3241.84,0,1,3,14,1,2023-04-09,,2026-09-01
100539,64,1,11,HR,Male,Recruiter,3,7778.73,0,5,6,9,1,2020-02-07,2026-08-12,2026-09-01
100540,58,1,14,Engineering,Female,Software Engineer,1,14109.57,1,4,12,1,11,2014-02-18,2026-06-24,2026-09-01
100541,62,0,3,HR,Male,HR Specialist,2,6270.41,1,1,0,8,0,2026-04-29,,2026-09-01
100542,24,0,39,Finance,Female,Accountant,4,4756.4,0,2,18,21,8,2008-04-14,,2026-09-01
100543,22,0,5,Operations,Female,Coordinator,2,3913.97,0,3,17,24,1,2008-10-04,,2026-09-01
100544,23,1,26,Customer Support,Female,Support Lead,1,12421.44,0,3,12,16,9,2014-08-30,2026-08-21,2026-09-01
100545,38,1,40,Sales,Male,Sales Manager,4,3388.39,1,3,20,17,10,2006-05-25,2026-08-02,2026-09-01
100546,29,0,40,Sales,Female,Account Executive,1,10707.03,0,3,18,22,7,2007-12-01,,2026-09-01
100547,62,0,33,Customer Support,Female,Customer Success Manager,3,13121.16,0,2,6,11,4,2020-02-27,,2026-09-01
100548,46,0,15,HR,Male,HR Specialist,5,3529.62,0,1,4,10,1,2022-08-11,,2026-09-01
100549,59,0,1,Sales,Male,Account Executive,1,9594.13,1,2,0,5,0,2026-04-01,,2026-09-01
100550,28,0,29,Finance,Female,Financial Analyst,2,13537.72,0,2,9,6,2,2016-12-03,,2026-09-01
100551,33,1,10,Sales,Male,Account Executive,5,6617.07,0,4,20,1,12,2006-01-12,2026-02-27,2026-09-01
100552,23,1,6,Finance,Male,Accountant,1,11278.35,0,1,9,19,4,2017-05-05,2026-05-03,2026-09-01
100553,21,1,13,Operations,Male,Operations Analyst,1,6939.34,0,3,17,21,3,2009-08-21,2025-10-22,2026-09-01
100554,35,0,16,HR,Male,HR Manager,2,4371.1,1,3,9,1,7,2016-11-07,,2026-09-01
100555,49,1,25,Finance,Female,Accountant,1,4574.14,0,2,2,8,1,2023-10-04,2025-12-26,2026-09-01
100556,62,1,36,HR,Male,HR Manager,4,13342.12,1,2,5,19,2,2021-07-20,2026-02-09,2026-09-01
100557,43,1,11,Customer Support,Female,Support Lead,5,3763.42,0,1,4,6,4,2022-06-09,2026-08-01,2026-09-01
100558,60,0,35,Engineering,Female,Data Analyst,2,10725.2,1,5,8,19,4,2018-08-06,,2026-09-01
100559,40,0,2,HR,Female,Recruiter,1,11846.18,0,1,17,2,0,2009-08-08,,2026-09-01
100560,32,0,35,HR,Male,HR Manager,4,11816.63,0,5,15,24,14,2010-10-24,,2026-09-01
100561,25,1,33,HR,Female,HR Manager,2,10762.7,1,4,7,11,4,2018-12-30,2026-07-24,2026-09-01
100562,44,0,9,Customer Support,Female,Support Lead,2,3379.9,0,4,15,17,14,2010-11-03,,2026-09-01
100563,36,0,24,HR,Male,Recruiter,2,4632.86,1,2,8,4,6,2017-10-07,,2026-09-01
100564,49,0,15,Sales,Female,Sales Manager,1,4091.91,0,1,20,10,16,2005-12-06,,2026-09-01
100565,39,1,13,Operations,Female,Operations Manager,2,8740.53,1,2,20,8,0,2005-09-08,2026-08-15,2026-09-01
100566,55,1,20,Finance,Male,Accountant,1,4407.08,0,5,4,10,2,2022-07-30,2025-12-22,2026-09-01
100567,27,0,16,Engineering,Female,QA Engineer,4,6572.97,0,3,15,3,15,2011-01-18,,2026-09-01
100568,40,1,28,Customer Support,Male,Customer Success Manager,5,3438.99,0,1,1,22,0,2025-04-18,2025-11-04,2026-09-01
100569,34,0,31,HR,Male,Recruiter,3,13436.8,0,1,6,13,3,2019-11-05,,2026-09-01
100570,47,0,18,HR,Male,HR Manager,5,11137.11,0,4,19,21,9,2006-09-29,,2026-09-01
100571,63,0,39,HR,Male,HR Manager,4,11421.16,0,3,10,4,4,2015-11-20,,2026-09-01
100572,64,0,15,Finance,Male,Accountant,4,7838.64,1,3,1,18,0,2025-06-10,,2026-09-01
100573,31,0,14,Finance,Male,Financial Analyst,2,10263.53,1,4,4,11,2,2021-12-02,,2026-09-01
100574,59,0,15,Operations,Female,Coordinator,3,10721.85,0,4,20,11,17,2006-03-15,,2026-09-01
100575,28,0,35,Operations,Male,Operations Manager,5,10539.84,0,3,8,16,0,2018-05-04,,2026-09-01
100576,34,0,12,Customer Support,Male,Support Lead,5,6947.73,1,5,2,16,2,2024-05-25,,2026-09-01
100577,37,0,24,Operations,Male,Operations Manager,3,4845.6,0,2,13,7,10,2012-10-11,,2026-09-01
100578,64,0,28,Engineering,Female,Data Analyst,4,3214.33,1,3,11,21,9,2014-10-24,,2026-09-01
100579,38,0,24,Sales,Male,Sales Representative,2,13242.9,0,4,13,3,4,2013-01-25,,2026-09-01
100580,46,0,7,Customer Support,Male,Customer Success Manager,4,12345.88,0,5,4,17,3,2022-01-19,,2026-09-01
100581,58,0,31,Engineering,Female,BI Developer,2,14184.5,0,4,4,10,2,2021-10-14,,2026-09-01
100582,54,0,9,HR,Female,HR Manager,3,10055.89,0,2,9,24,3,2017-07-06,,2026-09-01
100583,35,1,40,Finance,Male,Finance Manager,2,7723.73,0,4,15,20,10,2011-08-06,2026-01-04,2026-09-01
100584,42,1,18,Finance,Female,Accountant,3,13404.21,0,3,2,7,0,2023-09-11,2025-12-17,2026-09-01
100585,53,0,8,Sales,Female,Account Executive,5,10227.89,0,4,9,7,2,2017-01-19,,2026-09-01
100586,60,1,8,Finance,Female,Financial Analyst,1,4162.12,0,3,4,17,4,2021-12-03,2026-01-02,2026-09-01
100587,44,0,22,Finance,Male,Accountant,3,11146.16,0,3,1,16,1,2024-11-04,,2026-09-01
100588,48,0,32,HR,Female,HR Manager,4,12789.25,1,4,7,21,7,2019-07-30,,2026-09-01
100589,49,0,21,Operations,Female,Operations Analyst,5,3531.08,0,1,12,12,0,2014-02-28,,2026-09-01
100590,29,0,3,Customer Support,Male,Support Lead,3,8473.52,0,1,16,24,10,2010-01-12,,2026-09-01
100591,34,1,40,HR,Female,Recruiter,1,5346.26,0,4,6,23,2,2019-10-26,2025-09-08,2026-09-01
100592,42,1,29,Operations,Male,Coordinator,3,5181.28,0,3,10,22,6,2016-01-21,2026-01-04,2026-09-01
100593,54,1,36,Engineering,Female,Software Engineer,1,8462.7,0,5,12,17,11,2013-10-04,2026-04-11,2026-09-01
100594,62,1,9,Engineering,Male,QA Engineer,3,9141.2,1,5,11,4,9,2014-09-10,2026-04-13,2026-09-01
100595,55,0,38,Finance,Male,Financial Analyst,3,14407.7,0,2,14,21,13,2011-10-11,,2026-09-01
100596,37,1,27,Finance,Female,Financial Analyst,4,12883.54,0,3,9,17,3,2017-02-10,2026-02-05,2026-09-01
100597,49,0,26,Customer Support,Female,Support Lead,4,5518.99,0,1,8,6,8,2018-05-25,,2026-09-01
100598,64,1,35,Customer Support,Male,Support Lead,2,6163.7,0,5,10,17,7,2016-05-09,2025-09-20,2026-09-01
100599,63,1,12,Customer Support,Male,Customer Success Manager,5,11953.57,0,5,9,22,8,2017-03-02,2026-01-23,2026-09-01
100600,42,0,14,Customer Support,Female,Support Lead,5,9292.89,1,1,7,21,3,2018-11-30,,2026-09-01
100601,43,0,7,Sales,Male,Account Executive,1,11349.84,0,4,13,1,0,2012-10-25,,2026-09-01
100602,30,0,18,Customer Support,Male,Support Specialist,5,9280.77,0,3,2,16,2,2023-09-28,,2026-09-01
100603,26,0,34,Finance,Male,Accountant,4,9043.59,0,4,8,20,7,2018-02-24,,2026-09-01
100604,39,0,16,HR,Female,HR Manager,2,8764.14,1,1,14,16,11,2011-12-15,,2026-09-01
100605,21,0,21,Customer Support,Male,Customer Success Manager,5,13271.85,0,2,16,16,6,2010-03-22,,2026-09-01
100606,32,1,28,Finance,Female,Financial Analyst,1,6356.6,0,5,2,6,0,2024-01-18,2025-10-05,2026-09-01
100607,33,0,15,HR,Female,Recruiter,1,4959.33,0,3,1,1,0,2024-09-08,,2026-09-01
100608,41,0,19,HR,Female,HR Specialist,5,12899.57,0,3,11,23,5,2015-05-01,,2026-09-01
100609,39,0,29,Engineering,Female,BI Developer,3,8397.34,0,2,5,5,0,2020-09-04,,2026-09-01
100610,27,0,33,Operations,Female,Operations Manager,1,8881.45,0,4,8,10,0,2018-04-02,,2026-09-01
100611,23,0,31,Operations,Female,Operations Analyst,3,9459.86,0,4,17,4,16,2009-02-08,,2026-09-01
100612,42,0,36,Sales,Male,Sales Representative,4,4518.59,0,1,4,22,3,2021-12-16,,2026-09-01
100613,41,1,16,Operations,Male,Operations Analyst,4,7451.39,1,3,13,24,2,2013-04-11,2026-06-14,2026-09-01
100614,38,0,27,Operations,Female,Operations Manager,5,3755.38,0,3,13,24,13,2013-05-12,,2026-09-01
100615,50,0,14,Finance,Female,Finance Manager,4,6047.58,1,1,2,7,0,2024-07-16,,2026-09-01
100616,54,0,6,Operations,Male,Coordinator,4,13783.24,0,3,9,24,4,2016-10-07,,2026-09-01
100617,61,0,8,Sales,Male,Sales Manager,3,6654.43,0,3,14,9,0,2011-09-22,,2026-09-01
100618,31,0,39,Sales,Male,Sales Manager,3,12441.01,0,5,11,17,8,2015-03-16,,2026-09-01
100619,51,0,2,Engineering,Male,QA Engineer,3,10002.39,0,3,8,14,3,2017-12-10,,2026-09-01
100620,27,0,24,Engineering,Female,Data Analyst,2,5904.88,0,2,14,6,5,2012-06-12,,2026-09-01
100621,54,0,20,Finance,Female,Financial Analyst,5,13296.66,1,4,0,21,0,2026-02-01,,2026-09-01
100622,53,0,5,Customer Support,Male,Support Lead,3,3914.76,0,5,13,15,7,2012-11-14,,2026-09-01
100623,36,0,1,Sales,Female,Sales Manager,1,11701.51,0,5,5,4,0,2021-01-07,,2026-09-01
100624,63,0,14,Sales,Male,Account Executive,4,10850.53,1,2,2,18,0,2024-04-17,,2026-09-01
100625,37,0,27,Sales,Male,Sales Manager,1,7792.39,1,1,6,8,3,2019-10-30,,2026-09-01
100626,24,1,22,Operations,Female,Operations Analyst,2,12508.31,1,1,8,5,2,2018-05-20,2026-01-05,2026-09-01
100627,57,0,37,HR,Male,HR Specialist,5,9935.52,0,5,6,0,1,2020-02-04,,2026-09-01
100628,63,0,37,Operations,Male,Operations Manager,4,11209.43,0,5,9,23,1,2017-04-23,,2026-09-01
100629,48,0,10,Finance,Male,Financial Analyst,1,13168.92,0,3,2,24,0,2024-04-30,,2026-09-01
100630,27,0,27,Engineering,Male,BI Developer,1,5206.4,1,1,11,16,0,2014-11-25,,2026-09-01
100631,54,1,29,HR,Male,HR Manager,2,14218.49,0,2,8,3,4,2018-07-02,2026-02-05,2026-09-01
100632,60,0,29,Operations,Male,Coordinator,2,9846.02,0,1,5,6,4,2021-05-24,,2026-09-01
100633,40,0,34,Operations,Female,Operations Analyst,4,12939.25,0,5,9,9,5,2016-09-24,,2026-09-01
100634,36,0,28,Engineering,Male,Software Engineer,5,4307.9,0,5,14,13,10,2012-01-05,,2026-09-01
100635,51,0,8,Finance,Female,Financial Analyst,5,9582.71,0,1,16,10,15,2010-08-23,,2026-09-01
100636,56,0,22,Engineering,Male,QA Engineer,4,9079.66,1,2,2,1,1,2023-12-12,,2026-09-01
100637,28,0,13,Operations,Female,Operations Analyst,5,6852.1,1,5,15,17,2,2010-10-31,,2026-09-01
100638,63,0,18,Finance,Female,Financial Analyst,1,11326.96,1,1,19,13,18,2006-11-29,,2026-09-01
100639,26,1,26,Operations,Male,Operations Analyst,1,10995.01,0,5,13,10,13,2013-02-18,2026-06-18,2026-09-01
100640,45,0,26,Sales,Female,Sales Manager,2,9215.67,0,5,18,24,1,2008-03-27,,2026-09-01
100641,55,0,21,Operations,Male,Operations Analyst,2,12871.95,0,2,8,5,5,2017-11-19,,2026-09-01
100642,21,0,4,HR,Male,HR Specialist,3,12855.34,0,4,8,12,0,2017-10-07,,2026-09-01
100643,61,0,18,Finance,Male,Financial Analyst,4,7534.31,0,2,2,7,1,2023-11-22,,2026-09-01
100644,39,0,8,Customer Support,Female,Support Specialist,3,6166.37,0,1,7,3,0,2019-01-25,,2026-09-01
100645,41,0,32,Customer Support,Male,Support Lead,3,13675.15,0,3,11,19,7,2015-03-21,,2026-09-01
100646,50,0,27,Customer Support,Female,Customer Success Manager,5,12810.78,1,3,11,12,8,2015-07-16,,2026-09-01
100647,58,0,39,HR,Male,Recruiter,4,4995.85,0,1,9,12,9,2016-10-04,,2026-09-01
100648,42,0,9,Sales,Female,Sales Manager,1,9275.82,0,1,12,16,7,2014-07-06,,2026-09-01
100649,36,0,32,Customer Support,Female,Customer Success Manager,3,8248.53,0,4,1,19,1,2025-02-05,,2026-09-01
100650,63,1,33,HR,Male,HR Specialist,3,13743.78,1,4,16,22,13,2009-10-30,2025-11-04,2026-09-01
100651,58,0,11,Operations,Female,Operations Manager,5,11660.0,1,1,13,18,1,2012-12-27,,2026-09-01
100652,29,0,23,Engineering,Male,Data Analyst,5,8052.76,0,5,1,19,0,2024-10-24,,2026-09-01
100653,34,0,18,Finance,Female,Accountant,3,11175.08,1,1,3,24,2,2023-02-04,,2026-09-01
100654,49,0,37,Finance,Female,Financial Analyst,4,10837.59,0,1,14,8,6,2012-05-14,,2026-09-01
100655,36,1,28,Finance,Male,Financial Analyst,3,7227.37,1,4,8,0,1,2018-08-20,2026-04-13,2026-09-01
100656,63,0,4,HR,Female,HR Manager,1,3232.9,0,1,11,9,3,2015-05-15,,2026-09-01
100657,32,1,37,HR,Female,HR Manager,4,6206.04,0,3,17,8,17,2009-05-31,2026-06-04,2026-09-01
100658,34,0,25,Operations,Male,Operations Analyst,3,13124.25,0,3,0,18,0,2026-02-05,,2026-09-01
100659,36,0,1,Customer Support,Male,Support Lead,2,13492.31,1,2,0,14,0,2026-08-19,,2026-09-01
100660,35,1,34,HR,Female,HR Manager,2,4949.72,0,1,18,7,3,2008-06-22,2025-09-04,2026-09-01
100661,52,0,17,Engineering,Male,QA Engineer,4,8090.27,0,4,0,18,0,2025-09-21,,2026-09-01
100662,42,0,27,Finance,Female,Finance Manager,4,8646.44,1,1,14,16,14,2011-12-11,,2026-09-01
100663,49,0,39,HR,Female,Recruiter,1,14135.46,0,4,17,22,9,2008-11-12,,2026-09-01
100664,30,0,39,Sales,Male,Account Executive,4,11339.77,1,2,9,10,4,2016-12-23,,2026-09-01
100665,29,0,28,Operations,Male,Coordinator,5,4584.04,0,3,6,0,5,2019-09-06,,2026-09-01
100666,38,1,26,Sales,Male,Sales Representative,2,13570.67,0,1,6,12,1,2020-01-04,2025-11-28,2026-09-01
100667,52,0,32,Operations,Male,Operations Manager,5,4071.73,0,3,2,0,2,2023-12-06,,2026-09-01
100668,63,0,9,Customer Support,Female,Customer Success Manager,5,11528.82,0,2,14,22,2,2012-01-02,,2026-09-01
100669,26,0,24,HR,Male,HR Manager,5,8658.06,1,3,13,20,10,2012-09-19,,2026-09-01
100670,48,1,36,Sales,Female,Account Executive,2,6869.17,1,5,13,3,9,2013-06-12,2025-10-13,2026-09-01
100671,45,1,26,Sales,Female,Account Executive,3,4477.5,1,1,16,15,6,2010-02-16,2026-02-17,2026-09-01
100672,35,0,19,HR,Female,HR Manager,2,13087.36,0,1,7,8,2,2019-07-26,,2026-09-01
100673,59,0,40,Finance,Female,Finance Manager,1,10111.71,0,1,1,16,1,2025-08-10,,2026-09-01
100674,33,0,26,Engineering,Male,BI Developer,4,14184.2,1,4,10,16,7,2015-09-03,,2026-09-01
100675,59,0,31,Engineering,Male,Software Engineer,4,8549.81,0,2,9,24,1,2016-10-08,,2026-09-01
100676,44,0,27,Operations,Male,Operations Manager,2,5111.11,0,1,4,0,2,2022-01-23,,2026-09-01
100677,37,0,26,Finance,Male,Accountant,5,8222.62,0,1,3,21,1,2023-07-08,,2026-09-01
100678,47,0,5,Customer Support,Male,Support Specialist,2,14092.25,0,2,17,15,9,2009-04-27,,2026-09-01
100679,21,0,33,HR,Male,HR Specialist,1,3805.42,0,1,0,4,0,2026-01-06,,2026-09-01
100680,28,0,1,Engineering,Male,Software Engineer,4,11362.82,0,1,16,0,0,2010-07-08,,2026-09-01
100681,39,0,9,Finance,Female,Financial Analyst,1,8062.58,0,1,10,16,3,2016-08-31,,2026-09-01
100682,24,1,37,Engineering,Male,Data Analyst,2,9150.52,0,4,16,5,15,2010-03-08,2026-06-28,2026-09-01
100683,32,0,28,Engineering,Male,Data Analyst,5,5548.63,1,2,16,11,13,2010-06-05,,2026-09-01
100684,65,0,21,Engineering,Male,BI Developer,2,12054.5,1,4,2,22,0,2024-03-05,,2026-09-01
100685,37,0,30,Operations,Male,Operations Manager,3,8340.94,0,3,12,15,2,2013-10-06,,2026-09-01
100686,24,0,21,Engineering,Male,BI Developer,2,4058.73,0,1,15,12,9,2010-10-01,,2026-09-01
100687,64,0,17,Operations,Male,Operations Analyst,5,8773.7,0,5,3,15,3,2022-10-15,,2026-09-01
100688,62,0,17,Operations,Male,Coordinator,3,7299.27,0,1,12,18,12,2013-10-24,,2026-09-01
100689,43,0,11,Sales,Male,Account Executive,1,13312.02,0,5,1,15,1,2025-03-08,,2026-09-01
100690,63,0,17,Operations,Female,Operations Analyst,3,3407.71,0,1,15,17,0,2010-12-01,,2026-09-01
100691,25,0,36,Customer Support,Female,Support Lead,3,14168.55,0,1,10,6,9,2016-07-05,,2026-09-01
100692,41,0,18,Operations,Male,Operations Analyst,3,6643.8,0,4,18,9,7,2008-08-12,,2026-09-01
100693,24,0,3,Sales,Male,Account Executive,2,10700.2,0,2,14,0,2,2011-12-04,,2026-09-01
100694,23,0,19,Finance,Female,Financial Analyst,5,3261.51,0,5,2,3,0,2023-11-14,,2026-09-01
100695,23,0,23,Engineering,Female,Data Analyst,4,10554.36,0,5,20,8,2,2006-01-12,,2026-09-01
100696,23,1,19,Engineering,Female,Software Engineer,1,12754.73,0,3,0,13,0,2026-01-01,2025-09-13,2026-09-01
100697,32,1,39,Customer Support,Male,Support Specialist,1,6492.99,0,1,18,15,13,2007-09-10,2026-07-11,2026-09-01
100698,51,0,34,Sales,Female,Account Executive,1,8165.96,0,5,12,0,1,2014-02-27,,2026-09-01
100699,27,0,23,Finance,Male,Financial Analyst,4,12930.58,0,1,12,4,0,2014-02-25,,2026-09-01
100700,25,1,5,Operations,Male,Operations Manager,2,5745.21,0,2,0,0,0,2026-05-04,2025-11-29,2026-09-01
100701,46,0,31,HR,Male,HR Specialist,4,9406.73,1,1,17,2,8,2009-07-02,,2026-09-01
100702,23,0,24,Sales,Female,Sales Manager,1,10437.46,0,5,1,18,0,2025-01-03,,2026-09-01
100703,41,0,37,Engineering,Male,QA Engineer,1,6504.29,1,3,6,13,3,2020-06-22,,2026-09-01
100704,37,1,30,HR,Female,Recruiter,4,11154.48,1,2,5,23,3,2021-02-18,2026-01-21,2026-09-01
100705,53,0,22,HR,Female,HR Specialist,2,12483.35,0,5,12,6,0,2014-08-29,,2026-09-01
100706,44,0,38,Operations,Male,Coordinator,4,3625.98,0,4,7,23,5,2019-08-01,,2026-09-01
100707,48,0,33,Customer Support,Male,Customer Success Manager,3,7656.05,0,1,10,16,8,2015-10-02,,2026-09-01
100708,53,0,6,Sales,Female,Account Executive,1,12691.98,1,2,0,16,0,2026-02-10,,2026-09-01
100709,28,0,5,Customer Support,Female,Support Specialist,3,5196.51,0,1,2,14,1,2024-08-08,,2026-09-01
100710,27,1,25,Customer Support,Female,Support Specialist,3,3641.59,0,4,13,16,4,2013-01-10,2025-09-21,2026-09-01
100711,23,0,22,HR,Male,HR Specialist,2,7413.5,0,2,2,17,0,2024-07-31,,2026-09-01
100712,54,0,5,HR,Female,HR Specialist,3,3695.47,0,5,13,22,10,2013-06-27,,2026-09-01
100713,54,1,22,HR,Female,HR Specialist,1,9014.65,0,1,4,19,1,2021-10-20,2026-03-07,2026-09-01
100714,63,1,1,Finance,Female,Accountant,1,5345.34,0,5,12,8,10,2014-04-19,2026-01-28,2026-09-01
100715,37,0,25,HR,Male,HR Specialist,3,10463.66,0,5,8,14,7,2017-12-14,,2026-09-01
100716,30,0,5,Operations,Female,Operations Manager,5,6215.96,1,3,0,6,0,2026-03-29,,2026-09-01
100717,50,1,11,Finance,Female,Financial Analyst,3,6722.25,0,1,6,9,3,2019-09-30,2026-04-07,2026-09-01
100718,35,0,26,Operations,Female,Coordinator,4,6190.54,1,5,0,4,0,2026-01-10,,2026-09-01
100719,39,0,4,Customer Support,Male,Customer Success Manager,3,3379.15,0,5,14,13,6,2012-07-10,,2026-09-01
100720,57,0,2,Sales,Male,Sales Representative,5,10429.46,0,4,5,18,0,2021-01-27,,2026-09-01
100721,60,0,11,HR,Male,Recruiter,1,13750.57,0,4,5,10,0,2021-07-16,,2026-09-01
100722,41,0,8,Customer Support,Male,Support Specialist,4,5052.43,1,3,18,17,8,2008-08-05,,2026-09-01
100723,22,1,12,Operations,Male,Operations Analyst,1,12413.51,1,1,9,9,5,2016-12-27,2026-08-14,2026-09-01
100724,28,1,7,Sales,Male,Sales Representative,1,9164.52,1,3,12,24,12,2014-05-06,2025-10-18,2026-09-01
100725,21,0,35,HR,Male,Recruiter,2,7053.84,1,3,15,12,12,2011-08-28,,2026-09-01
100726,64,0,7,Operations,Male,Operations Analyst,3,12832.46,0,5,14,0,10,2012-07-24,,2026-09-01
100727,62,0,35,Engineering,Female,QA Engineer,4,13786.44,0,4,2,22,1,2023-09-21,,2026-09-01
100728,62,0,12,HR,Female,HR Specialist,5,4409.0,1,2,12,11,10,2014-03-11,,2026-09-01
100729,38,0,31,Engineering,Male,BI Developer,5,9829.1,0,5,0,10,0,2026-01-28,,2026-09-01
100730,54,0,35,Sales,Male,Account Executive,4,13868.27,0,1,6,3,0,2020-06-23,,2026-09-01
100731,24,0,1,Sales,Male,Sales Representative,3,10044.4,0,1,5,13,0,2021-02-23,,2026-09-01
100732,63,0,13,HR,Female,HR Manager,3,12990.63,0,5,1,3,0,2025-05-14,,2026-09-01
100733,63,0,13,Operations,Male,Coordinator,1,13165.51,0,2,4,23,3,2022-02-20,,2026-09-01
100734,38,0,9,Operations,Female,Operations Manager,2,12683.05,0,1,3,7,2,2023-04-28,,2026-09-01
100735,42,0,6,Customer Support,Female,Support Specialist,2,8366.7,0,4,3,2,2,2023-01-01,,2026-09-01
100736,57,1,27,Finance,Male,Accountant,3,8189.33,0,4,15,6,12,2010-10-19,2026-08-11,2026-09-01
100737,53,0,23,Finance,Female,Accountant,5,8608.69,0,5,18,23,15,2007-09-29,,2026-09-01
