CustomerID,SignupDate,Region,CustomerSegment,ContractType,InternetService,PaymentMethod,TenureMonths,MonthlyCharges,SupportTickets90D,LatePayments12M,PaperlessBilling,StreamingService,TechSupport,SeniorCitizen,Dependents,Partner,ChurnProbability,ChurnFlag,RecommendedAction
102881,2024-07-09,West,Enterprise,Two Year,DSL,Credit Card,21,20.87,5,1,1,0,1,0,0,1,0.3808,1,Monitor account / standard nurture
102882,2019-12-19,South,SMB,Two Year,Fiber,Credit Card,59,123.66,2,0,1,0,1,0,0,1,0.4373,0,Monitor account / standard nurture
102883,2025-02-27,West,SMB,Month-to-Month,Fiber,Electronic Check,43,45.2,2,0,1,1,0,1,1,0,0.6787,1,Provide free tech support retention offer
102884,2025-07-06,East,Consumer,Month-to-Month,DSL,Bank Transfer,28,116.26,1,2,1,1,0,0,0,1,0.8954,0,Offer contract upgrade incentive
102885,2025-08-04,South,Consumer,Month-to-Month,Fiber,Mailed Check,18,110.93,4,0,1,1,0,0,1,1,0.92,0,Offer contract upgrade incentive
102886,2020-09-11,South,SMB,Month-to-Month,Fiber,Electronic Check,44,117.94,0,0,1,1,0,0,0,0,0.8227,1,Offer contract upgrade incentive
102887,2020-10-21,South,Consumer,Month-to-Month,DSL,Credit Card,15,22.71,2,1,1,0,0,0,0,1,0.6545,0,Provide free tech support retention offer
102888,2022-12-07,East,SMB,Month-to-Month,Fiber,Credit Card,3,118.57,4,2,0,0,1,1,0,0,0.92,1,Offer contract upgrade incentive
102889,2021-09-19,North,SMB,Month-to-Month,Fiber,Credit Card,43,23.75,0,2,1,0,0,1,0,0,0.5403,0,Monitor account / standard nurture
102890,2023-08-28,North,Consumer,Month-to-Month,DSL,Credit Card,15,79.51,2,3,1,1,1,0,0,0,0.9056,1,Offer contract upgrade incentive
102891,2024-05-25,South,Consumer,One Year,DSL,Mailed Check,9,104.93,1,0,1,0,0,1,1,0,0.7633,0,Provide free tech support retention offer
102892,2021-08-26,West,Consumer,Month-to-Month,DSL,Bank Transfer,37,132.68,2,2,1,1,1,0,0,0,0.92,1,Offer contract upgrade incentive
102893,2020-05-21,West,Enterprise,One Year,DSL,Electronic Check,71,22.59,1,1,0,0,1,0,1,1,0.1155,0,Monitor account / standard nurture
102894,2023-06-25,West,Consumer,Month-to-Month,None,Mailed Check,6,33.87,0,3,0,0,1,1,0,0,0.7591,1,Offer contract upgrade incentive
102895,2022-12-17,East,Consumer,Month-to-Month,Fiber,Credit Card,17,108.93,2,1,0,1,1,0,1,0,0.8707,1,Offer contract upgrade incentive
102896,2020-03-17,East,Consumer,One Year,Fiber,Credit Card,1,96.66,1,1,1,1,0,1,0,0,0.8372,1,Provide free tech support retention offer
102897,2020-08-06,North,Consumer,Two Year,DSL,Credit Card,66,100.12,0,0,1,1,0,0,1,0,0.2059,0,Monitor account / standard nurture
102898,2023-09-22,South,SMB,Month-to-Month,DSL,Credit Card,21,93.86,1,0,1,0,0,0,0,0,0.7663,1,Offer contract upgrade incentive
102899,2019-11-12,South,Consumer,Month-to-Month,None,Electronic Check,16,48.77,1,1,1,1,0,0,0,1,0.7606,1,Offer contract upgrade incentive
102900,2021-05-09,West,Consumer,One Year,Fiber,Credit Card,37,98.57,1,0,1,1,0,1,0,1,0.6035,0,Provide free tech support retention offer
102901,2024-11-11,East,SMB,Month-to-Month,None,Electronic Check,9,110.07,2,1,1,0,0,0,0,0,0.92,1,Offer contract upgrade incentive
102902,2025-11-13,North,SMB,One Year,None,Bank Transfer,65,118.85,1,1,1,0,1,0,1,1,0.4035,0,Monitor account / standard nurture
102903,2025-12-17,South,Consumer,Two Year,Fiber,Electronic Check,63,25.52,0,0,1,1,1,1,0,1,0.1249,0,Monitor account / standard nurture
102904,2025-12-18,East,Consumer,Month-to-Month,Fiber,Electronic Check,61,66.66,0,1,1,0,0,0,1,0,0.622,0,Provide free tech support retention offer
102905,2024-12-23,South,SMB,One Year,None,Electronic Check,51,46.76,1,0,1,0,0,0,0,1,0.291,0,Monitor account / standard nurture
102906,2019-07-28,East,Consumer,Month-to-Month,Fiber,Credit Card,32,29.2,0,0,1,1,1,0,1,0,0.3593,0,Monitor account / standard nurture
102907,2020-01-14,West,SMB,Two Year,Fiber,Credit Card,27,21.24,4,0,0,1,0,0,1,0,0.2949,0,Monitor account / standard nurture
102908,2023-02-03,West,Consumer,Month-to-Month,Fiber,Bank Transfer,5,100.63,2,3,1,0,0,0,0,1,0.92,1,Offer contract upgrade incentive
102909,2020-12-25,West,Consumer,Two Year,DSL,Electronic Check,70,132.34,2,0,0,0,1,0,1,0,0.4556,0,Monitor account / standard nurture
102910,2022-01-14,East,Consumer,Month-to-Month,Fiber,Electronic Check,35,50.98,1,0,1,0,0,0,0,0,0.7125,0,Provide free tech support retention offer
102911,2022-02-20,West,Consumer,One Year,Fiber,Bank Transfer,33,20.47,0,0,0,0,0,0,0,0,0.2129,0,Monitor account / standard nurture
102912,2020-05-23,South,SMB,One Year,Fiber,Mailed Check,71,43.11,0,1,1,1,1,0,1,0,0.1875,0,Monitor account / standard nurture
102913,2022-01-28,North,Enterprise,Month-to-Month,Fiber,Credit Card,7,89.26,2,2,1,1,0,1,0,1,0.9147,1,Offer contract upgrade incentive
102914,2024-06-13,East,SMB,Month-to-Month,Fiber,Mailed Check,27,97.85,3,1,0,0,0,0,0,0,0.9111,1,Offer contract upgrade incentive
102915,2025-01-18,West,Consumer,Month-to-Month,Fiber,Bank Transfer,47,111.67,1,0,1,1,1,0,0,0,0.7476,1,Offer targeted discount review
102916,2022-07-19,East,Consumer,One Year,DSL,Mailed Check,12,56.6,1,0,1,1,1,0,0,1,0.4937,1,Monitor account / standard nurture
102917,2024-09-30,South,Consumer,One Year,Fiber,Mailed Check,42,119.13,2,1,0,0,0,0,1,1,0.7503,1,Provide free tech support retention offer
102918,2023-06-15,North,Consumer,Two Year,Fiber,Credit Card,71,71.43,1,3,1,0,1,1,0,0,0.407,1,Monitor account / standard nurture
102919,2023-11-08,West,Enterprise,Month-to-Month,Fiber,Bank Transfer,14,28.44,1,1,0,1,0,1,0,0,0.621,1,Provide free tech support retention offer
102920,2020-12-31,East,Consumer,Month-to-Month,DSL,Credit Card,7,121.31,3,0,1,0,1,0,1,0,0.9063,1,Offer contract upgrade incentive
102921,2021-04-25,East,Consumer,Month-to-Month,DSL,Credit Card,28,131.03,0,0,1,1,1,1,1,1,0.7581,1,Offer contract upgrade incentive
102922,2020-11-23,West,Consumer,Month-to-Month,None,Bank Transfer,72,22.75,2,1,0,0,0,0,0,0,0.3155,0,Monitor account / standard nurture
102923,2020-03-16,North,Consumer,Two Year,Fiber,Mailed Check,43,123.96,2,1,1,0,1,0,0,0,0.7202,1,Offer targeted discount review
102924,2019-10-26,North,SMB,Two Year,DSL,Mailed Check,18,26.08,3,0,1,1,0,0,1,0,0.3528,1,Monitor account / standard nurture
102925,2019-01-23,East,SMB,One Year,Fiber,Bank Transfer,17,85.84,2,0,0,1,0,0,0,0,0.664,1,Provide free tech support retention offer
102926,2025-09-11,West,Enterprise,Month-to-Month,Fiber,Electronic Check,2,123.23,0,0,1,0,0,0,1,0,0.8979,1,Offer contract upgrade incentive
102927,2021-04-15,South,SMB,Month-to-Month,DSL,Credit Card,48,64.8,4,3,1,1,1,0,1,1,0.807,0,Offer contract upgrade incentive
102928,2019-02-16,West,SMB,Two Year,DSL,Electronic Check,51,116.5,4,1,1,1,0,0,0,1,0.7676,1,Provide free tech support retention offer
102929,2019-12-19,North,Enterprise,Month-to-Month,DSL,Electronic Check,12,125.32,3,0,0,0,0,0,0,0,0.92,1,Offer contract upgrade incentive
102930,2025-03-20,North,SMB,Month-to-Month,None,Mailed Check,50,72.46,2,1,1,1,0,0,0,0,0.7139,1,Provide free tech support retention offer
102931,2020-06-14,South,SMB,Month-to-Month,DSL,Electronic Check,23,60.86,2,1,0,0,0,0,0,1,0.7973,1,Offer contract upgrade incentive
102932,2024-08-08,South,Consumer,One Year,Fiber,Bank Transfer,4,97.47,8,0,1,0,0,1,0,0,0.92,0,Provide free tech support retention offer
102933,2021-09-05,North,SMB,Two Year,Fiber,Mailed Check,37,110.03,2,0,1,1,1,0,0,0,0.5954,1,Offer targeted discount review
102934,2025-07-13,West,Consumer,Two Year,Fiber,Bank Transfer,61,131.86,0,1,0,0,0,0,0,0,0.4804,1,Monitor account / standard nurture
102935,2020-09-30,West,Consumer,One Year,Fiber,Credit Card,37,97.76,4,2,1,0,1,0,0,0,0.8489,1,Apply billing outreach and payment plan
102936,2019-11-17,East,Consumer,Two Year,Fiber,Electronic Check,47,121.08,6,0,1,1,0,1,1,1,0.8612,1,Provide free tech support retention offer
102937,2019-08-10,South,Consumer,Month-to-Month,Fiber,Electronic Check,21,131.98,0,1,1,0,0,0,1,1,0.9194,1,Offer contract upgrade incentive
102938,2023-09-16,South,Consumer,Two Year,None,Bank Transfer,58,102.38,0,0,0,1,0,0,1,0,0.1957,0,Monitor account / standard nurture
102939,2019-03-23,South,Consumer,Month-to-Month,Fiber,Electronic Check,22,102.9,2,0,1,1,0,1,0,1,0.9175,1,Offer contract upgrade incentive
102940,2023-03-18,East,Consumer,Month-to-Month,None,Credit Card,27,120.69,4,2,0,1,1,0,1,0,0.92,1,Offer contract upgrade incentive
102941,2022-10-20,West,SMB,Month-to-Month,Fiber,Bank Transfer,50,70.62,3,0,1,1,0,0,0,0,0.7193,1,Provide free tech support retention offer
102942,2021-01-25,East,Consumer,Two Year,DSL,Credit Card,45,73.21,2,3,1,0,1,0,1,0,0.5019,1,Monitor account / standard nurture
102943,2020-04-25,West,SMB,Month-to-Month,None,Electronic Check,51,54.18,2,1,0,1,0,1,0,1,0.6464,1,Provide free tech support retention offer
102944,2025-07-26,South,Consumer,Month-to-Month,None,Bank Transfer,65,95.55,0,2,1,1,0,0,1,0,0.6154,0,Provide free tech support retention offer
102945,2025-12-17,East,Consumer,Month-to-Month,None,Electronic Check,52,21.35,1,0,1,0,1,0,1,0,0.3253,0,Monitor account / standard nurture
102946,2024-07-28,West,SMB,One Year,Fiber,Electronic Check,63,82.01,2,3,1,0,1,0,0,1,0.7171,1,Apply billing outreach and payment plan
102947,2021-02-16,East,SMB,Two Year,DSL,Credit Card,45,24.75,4,0,1,0,0,1,0,1,0.2603,0,Monitor account / standard nurture
102948,2020-01-04,East,Consumer,Month-to-Month,Fiber,Credit Card,38,103.32,2,0,1,0,0,0,1,1,0.7797,1,Offer contract upgrade incentive
102949,2021-07-20,East,Enterprise,One Year,DSL,Electronic Check,11,78.05,5,0,0,0,0,0,0,1,0.8089,1,Provide free tech support retention offer
102950,2024-01-11,North,Consumer,One Year,Fiber,Credit Card,25,27.81,2,2,1,0,1,0,1,1,0.4677,0,Monitor account / standard nurture
102951,2021-01-28,East,Consumer,Month-to-Month,Fiber,Credit Card,22,59.84,3,0,0,0,0,0,0,0,0.7744,0,Offer contract upgrade incentive
102952,2019-10-21,East,Consumer,Month-to-Month,Fiber,Bank Transfer,25,53.05,1,1,1,1,0,0,0,1,0.7181,1,Provide free tech support retention offer
102953,2025-10-21,North,SMB,One Year,Fiber,Bank Transfer,29,64.12,2,1,1,0,1,0,0,0,0.5857,0,Monitor account / standard nurture
102954,2022-07-23,South,Consumer,Month-to-Month,DSL,Mailed Check,31,127.05,2,1,1,0,1,1,1,1,0.8989,1,Offer contract upgrade incentive
102955,2024-05-01,South,Enterprise,One Year,Fiber,Credit Card,38,109.44,2,1,1,0,0,1,1,1,0.6757,0,Provide free tech support retention offer
102956,2020-12-24,North,Consumer,One Year,Fiber,Bank Transfer,39,45.61,1,1,0,0,1,0,1,0,0.3215,1,Monitor account / standard nurture
102957,2023-10-24,South,Consumer,Month-to-Month,Fiber,Credit Card,58,98.1,0,0,1,1,0,0,0,0,0.6153,1,Provide free tech support retention offer
102958,2022-08-06,South,Consumer,Month-to-Month,Fiber,Mailed Check,41,22.24,2,1,1,0,0,0,0,1,0.6314,1,Provide free tech support retention offer
102959,2019-02-04,North,Consumer,Month-to-Month,DSL,Electronic Check,37,39.11,2,1,0,0,1,0,0,0,0.666,1,Monitor account / standard nurture
102960,2024-10-04,South,Enterprise,Month-to-Month,None,Credit Card,35,26.12,1,1,1,1,0,0,1,1,0.343,0,Monitor account / standard nurture
102961,2025-06-09,North,Consumer,Month-to-Month,Fiber,Credit Card,40,134.97,2,0,1,1,1,0,1,0,0.8468,1,Offer contract upgrade incentive
102962,2021-08-21,North,Consumer,Month-to-Month,Fiber,Electronic Check,42,122.89,3,0,0,1,0,1,1,1,0.9045,1,Offer contract upgrade incentive
102963,2023-07-27,East,Consumer,Month-to-Month,Fiber,Bank Transfer,41,117.42,1,1,1,1,0,0,1,0,0.8431,0,Offer contract upgrade incentive
102964,2020-12-09,South,Consumer,Month-to-Month,DSL,Credit Card,25,65.8,1,0,1,0,0,0,0,1,0.6398,1,Provide free tech support retention offer
102965,2019-07-30,East,SMB,Month-to-Month,DSL,Credit Card,10,91.08,4,1,1,0,0,0,0,1,0.9198,1,Offer contract upgrade incentive
102966,2023-10-12,South,Consumer,Month-to-Month,Fiber,Mailed Check,46,64.4,1,1,0,1,1,0,0,1,0.6288,1,Monitor account / standard nurture
102967,2022-06-09,South,Consumer,Two Year,Fiber,Bank Transfer,51,74.39,3,2,0,0,0,1,0,0,0.6004,1,Provide free tech support retention offer
102968,2021-02-07,West,Consumer,Month-to-Month,Fiber,Electronic Check,51,54.33,1,0,0,1,1,1,0,0,0.5881,1,Monitor account / standard nurture
102969,2021-07-18,North,SMB,Month-to-Month,Fiber,Bank Transfer,27,106.37,2,0,1,1,1,0,1,1,0.7876,1,Offer contract upgrade incentive
102970,2025-11-15,North,Consumer,Two Year,Fiber,Electronic Check,54,133.13,1,0,1,0,1,0,1,1,0.542,1,Monitor account / standard nurture
102971,2025-11-15,South,Enterprise,Two Year,Fiber,Credit Card,39,71.37,1,1,0,1,1,0,1,1,0.2221,1,Monitor account / standard nurture
102972,2022-05-10,North,Consumer,Month-to-Month,Fiber,Mailed Check,63,57.3,2,2,0,0,1,0,0,1,0.656,1,Apply billing outreach and payment plan
102973,2023-05-05,East,Consumer,Month-to-Month,Fiber,Electronic Check,70,113.92,2,0,1,0,0,0,1,0,0.7975,1,Offer contract upgrade incentive
102974,2024-06-25,South,Consumer,Month-to-Month,DSL,Credit Card,5,35.75,1,2,0,1,1,0,1,0,0.6712,1,Apply billing outreach and payment plan
102975,2020-05-17,East,SMB,One Year,Fiber,Bank Transfer,8,61.58,0,1,1,0,0,0,1,0,0.5554,0,Monitor account / standard nurture
102976,2023-03-10,East,Consumer,Month-to-Month,Fiber,Bank Transfer,18,118.87,2,1,0,1,0,0,1,0,0.91,1,Offer contract upgrade incentive
102977,2025-03-31,South,Consumer,Two Year,DSL,Electronic Check,22,22.05,2,2,1,1,0,0,0,1,0.5032,1,Monitor account / standard nurture
102978,2020-04-03,South,Consumer,One Year,Fiber,Electronic Check,69,58.88,3,2,0,1,1,0,0,1,0.5602,0,Monitor account / standard nurture
102979,2024-05-19,South,Consumer,Month-to-Month,DSL,Bank Transfer,41,116.81,2,2,0,0,1,0,0,0,0.8688,1,Offer contract upgrade incentive
102980,2022-02-11,West,Consumer,Month-to-Month,Fiber,Credit Card,28,101.43,2,2,1,0,1,0,1,0,0.8859,1,Offer contract upgrade incentive
102981,2020-07-05,West,Consumer,Two Year,Fiber,Mailed Check,45,66.36,2,0,1,0,1,1,0,1,0.3833,0,Monitor account / standard nurture
102982,2024-10-03,East,Consumer,Month-to-Month,Fiber,Mailed Check,51,50.88,1,0,1,0,0,0,0,0,0.5827,1,Monitor account / standard nurture
102983,2023-06-03,South,Consumer,Month-to-Month,None,Mailed Check,46,32.0,0,1,1,1,1,0,1,1,0.3349,0,Monitor account / standard nurture
102984,2019-06-22,East,Consumer,Two Year,Fiber,Credit Card,20,123.53,3,1,1,0,1,0,1,1,0.7583,1,Offer targeted discount review
102985,2020-08-12,South,Enterprise,One Year,Fiber,Electronic Check,62,68.01,1,1,1,1,0,0,0,0,0.4651,1,Monitor account / standard nurture
102986,2025-05-27,North,SMB,Month-to-Month,DSL,Credit Card,18,119.5,3,1,1,0,0,0,0,0,0.92,1,Offer contract upgrade incentive
102987,2022-02-14,West,Enterprise,Month-to-Month,Fiber,Credit Card,26,24.83,2,0,0,1,1,1,0,1,0.4341,0,Monitor account / standard nurture
102988,2020-09-24,West,SMB,Month-to-Month,Fiber,Mailed Check,61,63.54,2,0,1,0,0,0,1,1,0.5552,1,Monitor account / standard nurture
102989,2025-03-04,South,Consumer,One Year,DSL,Credit Card,37,36.69,2,1,0,1,1,0,1,1,0.2782,0,Monitor account / standard nurture
102990,2020-06-15,North,Consumer,Two Year,Fiber,Credit Card,1,85.82,1,0,0,0,0,0,0,0,0.5751,1,Monitor account / standard nurture
102991,2023-11-11,East,SMB,One Year,None,Mailed Check,67,59.85,4,0,1,0,0,0,1,0,0.3901,0,Monitor account / standard nurture
102992,2025-08-07,East,Consumer,Month-to-Month,None,Electronic Check,20,83.21,3,3,0,0,0,0,0,1,0.92,1,Offer contract upgrade incentive
102993,2025-11-28,East,Consumer,Month-to-Month,Fiber,Credit Card,16,21.07,2,1,1,0,1,0,0,1,0.6427,0,Monitor account / standard nurture
102994,2023-10-01,South,Consumer,One Year,Fiber,Credit Card,43,35.55,2,0,1,0,0,1,0,1,0.3621,0,Monitor account / standard nurture
102995,2025-09-04,East,Consumer,Month-to-Month,DSL,Electronic Check,71,107.65,2,1,1,0,1,0,0,0,0.7951,1,Offer contract upgrade incentive
102996,2024-11-11,North,Consumer,Two Year,DSL,Credit Card,35,62.56,2,0,0,0,1,0,1,1,0.2169,0,Monitor account / standard nurture
102997,2022-10-21,North,Consumer,Month-to-Month,Fiber,Credit Card,69,83.43,2,0,1,0,1,1,0,1,0.5802,1,Monitor account / standard nurture
102998,2022-07-29,East,Consumer,Two Year,Fiber,Electronic Check,41,93.05,1,0,1,1,0,0,0,1,0.5282,0,Monitor account / standard nurture
102999,2020-05-17,East,SMB,Month-to-Month,Fiber,Bank Transfer,34,99.13,5,0,0,0,1,0,1,0,0.8589,1,Offer contract upgrade incentive
103000,2023-10-14,South,Consumer,Month-to-Month,DSL,Credit Card,15,22.07,1,0,0,1,0,0,1,1,0.4127,0,Monitor account / standard nurture
103001,2024-02-27,North,Consumer,Month-to-Month,Fiber,Electronic Check,11,64.53,4,0,1,1,0,0,0,0,0.92,1,Offer contract upgrade incentive
103002,2023-08-16,North,Consumer,One Year,DSL,Electronic Check,18,74.63,2,2,0,1,0,0,1,1,0.7663,1,Apply billing outreach and payment plan
103003,2025-09-22,West,Consumer,Two Year,DSL,Mailed Check,18,46.75,0,1,1,1,0,0,0,0,0.3883,0,Monitor account / standard nurture
103004,2024-11-30,North,Consumer,Two Year,None,Credit Card,36,90.38,2,1,1,1,0,0,1,1,0.4415,0,Monitor account / standard nurture
103005,2025-04-11,West,Consumer,Month-to-Month,DSL,Credit Card,14,34.32,1,0,0,0,0,0,1,0,0.5024,0,Monitor account / standard nurture
103006,2023-11-01,East,Consumer,Two Year,None,Electronic Check,29,50.6,0,1,0,0,0,0,0,0,0.3236,1,Monitor account / standard nurture
103007,2020-06-24,West,Consumer,Month-to-Month,Fiber,Credit Card,16,99.44,2,3,0,1,0,0,0,1,0.92,1,Offer contract upgrade incentive
103008,2020-07-06,North,Consumer,Month-to-Month,DSL,Electronic Check,33,54.69,4,1,1,1,0,0,0,0,0.8806,1,Offer contract upgrade incentive
103009,2019-11-11,South,SMB,Month-to-Month,Fiber,Bank Transfer,17,77.02,5,2,0,0,0,1,0,1,0.92,1,Offer contract upgrade incentive
103010,2022-09-24,North,Consumer,Month-to-Month,Fiber,Electronic Check,9,59.63,2,0,1,0,0,0,1,1,0.8342,1,Offer contract upgrade incentive
103011,2020-11-06,South,Consumer,One Year,None,Bank Transfer,42,94.07,1,0,1,0,0,0,0,1,0.4525,0,Monitor account / standard nurture
103012,2020-08-09,East,SMB,Month-to-Month,DSL,Electronic Check,23,67.23,4,2,0,1,0,0,1,1,0.9006,1,Offer contract upgrade incentive
103013,2025-10-17,East,Consumer,Month-to-Month,DSL,Electronic Check,25,108.94,1,1,0,1,0,0,0,0,0.8939,1,Offer contract upgrade incentive
103014,2024-02-14,South,Consumer,One Year,DSL,Mailed Check,50,127.03,3,0,1,0,0,0,0,1,0.7625,1,Provide free tech support retention offer
103015,2025-04-16,South,SMB,One Year,None,Electronic Check,63,27.42,1,0,0,0,0,0,1,0,0.149,0,Monitor account / standard nurture
103016,2020-05-30,South,Consumer,One Year,Fiber,Electronic Check,29,95.62,2,1,1,1,1,0,0,0,0.812,1,Offer targeted discount review
103017,2020-09-16,North,Consumer,Two Year,Fiber,Bank Transfer,66,39.12,1,1,1,0,0,0,0,0,0.1982,1,Monitor account / standard nurture
103018,2021-04-14,West,Consumer,Two Year,Fiber,Electronic Check,52,49.77,2,3,1,0,1,1,1,1,0.5329,1,Monitor account / standard nurture
103019,2024-09-23,South,Enterprise,Month-to-Month,None,Mailed Check,47,52.98,1,1,1,1,1,0,0,0,0.4874,0,Monitor account / standard nurture
103020,2022-04-05,East,Consumer,Month-to-Month,None,Bank Transfer,21,122.63,2,1,1,1,0,0,0,1,0.9007,1,Offer contract upgrade incentive
103021,2019-11-03,South,SMB,Month-to-Month,DSL,Mailed Check,71,35.29,2,3,0,1,0,0,0,1,0.5777,1,Monitor account / standard nurture
103022,2023-12-15,West,SMB,Two Year,None,Bank Transfer,30,47.32,1,1,0,0,0,0,0,0,0.2519,0,Monitor account / standard nurture
103023,2023-03-27,North,Consumer,One Year,Fiber,Credit Card,31,54.22,1,1,1,1,1,0,0,1,0.4437,1,Monitor account / standard nurture
103024,2024-05-01,North,Consumer,Month-to-Month,DSL,Bank Transfer,42,125.16,3,0,1,1,0,0,1,0,0.8604,1,Offer contract upgrade incentive
103025,2020-01-04,South,Consumer,One Year,Fiber,Electronic Check,72,89.61,3,0,1,1,0,0,1,0,0.5912,1,Monitor account / standard nurture
103026,2020-11-03,West,Consumer,Month-to-Month,DSL,Bank Transfer,10,131.2,0,1,0,0,0,0,0,1,0.882,1,Offer contract upgrade incentive
103027,2023-07-16,West,SMB,One Year,DSL,Bank Transfer,2,94.51,2,0,0,1,1,0,1,0,0.6427,1,Offer targeted discount review
103028,2021-08-26,North,SMB,One Year,DSL,Electronic Check,31,64.4,1,1,1,0,0,1,1,1,0.5738,1,Monitor account / standard nurture
103029,2022-08-26,East,Consumer,Month-to-Month,Fiber,Credit Card,13,109.93,1,1,0,0,0,0,0,1,0.88,1,Offer contract upgrade incentive
103030,2023-04-11,North,Consumer,Two Year,None,Mailed Check,56,42.25,4,0,1,1,0,0,0,0,0.3227,1,Monitor account / standard nurture
103031,2023-07-13,East,Consumer,Two Year,Fiber,Mailed Check,21,86.04,1,3,1,1,1,0,0,1,0.7363,1,Apply billing outreach and payment plan
103032,2025-12-06,West,Consumer,Two Year,Fiber,Bank Transfer,30,69.64,3,0,1,1,1,0,0,0,0.4909,1,Monitor account / standard nurture
103033,2019-11-17,West,Consumer,Month-to-Month,DSL,Electronic Check,5,47.11,0,3,1,0,0,0,1,0,0.8651,1,Offer contract upgrade incentive
103034,2023-04-08,North,SMB,Two Year,DSL,Mailed Check,3,111.15,1,0,0,1,1,0,0,1,0.5926,0,Offer targeted discount review
103035,2024-09-02,South,Consumer,Two Year,DSL,Mailed Check,54,47.76,2,1,1,1,0,0,0,1,0.3125,0,Monitor account / standard nurture
103036,2020-07-21,South,Consumer,Month-to-Month,DSL,Mailed Check,61,66.75,0,1,1,0,1,0,0,1,0.4849,1,Monitor account / standard nurture
103037,2024-05-07,North,SMB,Month-to-Month,DSL,Mailed Check,64,47.03,1,1,0,1,0,0,0,1,0.4301,0,Monitor account / standard nurture
103038,2023-08-04,East,Consumer,Month-to-Month,None,Mailed Check,71,109.23,1,0,0,0,0,1,0,0,0.6304,1,Provide free tech support retention offer
103039,2021-05-17,South,Consumer,Month-to-Month,None,Bank Transfer,56,36.72,2,0,1,0,1,0,1,0,0.3294,0,Monitor account / standard nurture
103040,2022-02-03,North,Consumer,One Year,DSL,Bank Transfer,70,82.46,5,0,0,0,0,0,1,1,0.4736,0,Monitor account / standard nurture
103041,2022-01-15,South,Consumer,Two Year,DSL,Credit Card,71,57.46,1,0,0,1,0,0,0,0,0.1248,0,Monitor account / standard nurture
103042,2025-07-29,East,Consumer,Two Year,DSL,Bank Transfer,68,29.8,1,0,0,1,1,0,0,0,0.0738,0,Monitor account / standard nurture
103043,2020-11-22,South,Enterprise,Month-to-Month,Fiber,Bank Transfer,57,70.65,6,0,1,1,1,0,0,1,0.7517,1,Offer contract upgrade incentive
103044,2024-11-21,West,Consumer,One Year,Fiber,Electronic Check,62,67.36,3,1,0,1,0,1,1,0,0.615,0,Provide free tech support retention offer
103045,2022-11-30,West,Consumer,Month-to-Month,DSL,Electronic Check,19,62.48,2,0,0,0,1,0,1,1,0.704,0,Monitor account / standard nurture
103046,2019-12-26,South,Consumer,Month-to-Month,Fiber,Credit Card,6,29.89,3,1,1,1,1,0,0,0,0.7967,1,Offer contract upgrade incentive
103047,2021-12-22,West,Consumer,Month-to-Month,DSL,Mailed Check,38,72.85,3,2,1,0,0,0,0,1,0.8738,1,Offer contract upgrade incentive
103048,2024-04-29,North,Consumer,Month-to-Month,DSL,Credit Card,65,127.68,3,1,0,1,0,0,0,0,0.8387,1,Offer contract upgrade incentive
103049,2021-08-29,North,Consumer,Two Year,DSL,Credit Card,44,63.24,4,2,1,1,0,1,1,1,0.5672,0,Monitor account / standard nurture
103050,2022-05-06,South,Consumer,Month-to-Month,DSL,Bank Transfer,28,24.53,2,0,0,0,0,0,1,0,0.4639,0,Monitor account / standard nurture
103051,2025-06-12,North,Consumer,Month-to-Month,None,Mailed Check,6,23.32,0,1,0,1,0,1,1,1,0.5443,1,Monitor account / standard nurture
103052,2023-11-30,South,SMB,Month-to-Month,DSL,Electronic Check,71,103.55,1,2,1,1,1,0,1,1,0.7195,1,Apply billing outreach and payment plan
103053,2020-08-04,West,Consumer,Month-to-Month,Fiber,Mailed Check,65,123.65,2,2,0,0,0,0,0,1,0.8803,1,Offer contract upgrade incentive
103054,2019-08-14,North,SMB,Two Year,Fiber,Mailed Check,4,96.29,2,1,1,0,1,0,1,1,0.712,0,Offer targeted discount review
103055,2024-12-13,South,SMB,One Year,DSL,Credit Card,47,96.48,1,1,0,1,1,0,0,0,0.4558,1,Monitor account / standard nurture
103056,2020-12-31,West,SMB,Month-to-Month,Fiber,Credit Card,45,32.2,2,0,1,0,0,0,0,1,0.4774,1,Monitor account / standard nurture
103057,2023-12-27,East,Consumer,Month-to-Month,Fiber,Bank Transfer,68,23.42,1,1,1,1,0,0,1,1,0.3264,1,Monitor account / standard nurture
103058,2019-07-23,West,Consumer,Month-to-Month,Fiber,Electronic Check,7,111.43,1,0,1,0,1,0,0,1,0.9082,1,Offer contract upgrade incentive
103059,2020-11-16,East,SMB,Two Year,DSL,Credit Card,70,91.44,6,2,1,0,1,0,1,0,0.6144,0,Offer targeted discount review
103060,2025-03-27,West,Consumer,One Year,Fiber,Credit Card,25,75.94,0,0,1,0,1,0,1,1,0.3768,1,Monitor account / standard nurture
103061,2019-04-18,West,Consumer,Two Year,DSL,Credit Card,19,50.6,0,1,1,1,0,1,0,0,0.3619,0,Monitor account / standard nurture
103062,2025-10-15,South,Consumer,Month-to-Month,Fiber,Mailed Check,11,92.84,2,0,1,0,0,1,0,0,0.9144,1,Offer contract upgrade incentive
103063,2019-01-30,East,Consumer,One Year,DSL,Electronic Check,6,127.63,1,1,1,0,0,1,1,1,0.8895,1,Provide free tech support retention offer
