Date,Region,Category,Product,Units,Price,DiscountPct,Revenue
2024-11-05,North,Furniture,Desk,31,86.81,0.15,2287.44
2024-11-05,North,Office Supplies,Printer Ink,13,218.47,0.1,2556.1
2024-11-05,South,Electronics,Laptop,31,369.3,0.0,11448.3
2024-11-05,South,Furniture,Shelf,47,379.31,0.15,15153.43
2024-11-05,South,Office Supplies,Stapler,24,292.39,0.15,5964.76
2024-11-05,East,Electronics,Phone,10,248.44,0.1,2235.96
2024-11-05,East,Furniture,Desk,43,88.67,0.0,3812.81
2024-11-05,East,Office Supplies,Paper,26,206.1,0.15,4554.81
2024-11-05,West,Electronics,Laptop,49,403.37,0.15,16800.36
2024-11-05,West,Furniture,Chair,46,81.57,0.1,3377.0
2024-11-05,West,Office Supplies,Printer Ink,43,441.69,0.15,16143.77
2024-11-06,North,Electronics,Phone,32,84.01,0.15,2285.07
2024-11-06,North,Furniture,Chair,40,232.68,0.0,9307.2
2024-11-06,North,Office Supplies,Paper,11,51.2,0.05,535.04
2024-11-06,South,Electronics,Laptop,23,320.7,0.05,7007.29
2024-11-06,South,Furniture,Shelf,20,75.77,0.1,1363.86
2024-11-06,South,Office Supplies,Stapler,31,379.88,0.05,11187.47
2024-11-06,East,Electronics,Tablet,29,486.81,0.05,13411.62
2024-11-06,East,Furniture,Chair,18,476.09,0.15,7284.18
2024-11-06,East,Office Supplies,Stapler,19,136.32,0.05,2460.58
2024-11-06,West,Electronics,Tablet,5,65.54,0.15,278.54
2024-11-06,West,Furniture,Chair,14,353.0,0.05,4694.9
2024-11-06,West,Office Supplies,Paper,32,371.05,0.0,11873.6
2024-11-07,North,Electronics,Phone,37,324.32,0.0,11999.84
2024-11-07,North,Furniture,Desk,38,383.15,0.1,13103.73
2024-11-07,North,Office Supplies,Printer Ink,29,431.15,0.0,12503.35
2024-11-07,South,Electronics,Phone,21,113.68,0.05,2267.92
2024-11-07,South,Furniture,Shelf,24,41.35,0.15,843.54
2024-11-07,South,Office Supplies,Paper,44,298.21,0.15,11153.05
2024-11-07,East,Electronics,Phone,45,267.44,0.15,10229.58
2024-11-07,East,Furniture,Chair,46,310.97,0.05,13589.39
2024-11-07,East,Office Supplies,Paper,20,93.96,0.05,1785.24
2024-11-07,West,Electronics,Tablet,23,182.76,0.0,4203.48
2024-11-07,West,Furniture,Chair,44,468.58,0.0,20617.52
2024-11-07,West,Office Supplies,Paper,23,145.05,0.0,3336.15
2024-11-08,North,Electronics,Laptop,41,189.7,0.05,7388.82
2024-11-08,North,Furniture,Chair,36,246.78,0.05,8439.88
2024-11-08,North,Office Supplies,Paper,41,21.05,0.1,776.75
2024-11-08,South,Electronics,Tablet,10,340.61,0.0,3406.1
2024-11-08,South,Furniture,Desk,48,117.18,0.1,5062.18
2024-11-08,South,Office Supplies,Printer Ink,33,460.15,0.1,13666.46
2024-11-08,East,Electronics,Phone,29,341.28,0.05,9402.26
2024-11-08,East,Furniture,Chair,13,24.23,0.0,314.99
2024-11-08,East,Office Supplies,Printer Ink,26,264.36,0.0,6873.36
2024-11-08,West,Electronics,Laptop,9,359.49,0.0,3235.41
2024-11-08,West,Furniture,Desk,46,183.62,0.05,8024.19
2024-11-08,West,Office Supplies,Printer Ink,43,28.91,0.0,1243.13
2024-11-09,North,Electronics,Laptop,26,188.58,0.05,4657.93
2024-11-09,North,Furniture,Shelf,14,305.7,0.1,3851.82
2024-11-09,North,Office Supplies,Printer Ink,35,159.81,0.15,4754.35
2024-11-09,South,Electronics,Tablet,7,306.04,0.0,2142.28
2024-11-09,South,Furniture,Shelf,29,76.63,0.05,2111.16
2024-11-09,South,Office Supplies,Paper,26,475.45,0.15,10507.44
2024-11-09,East,Electronics,Phone,35,356.15,0.15,10595.46
2024-11-09,East,Furniture,Chair,38,84.67,0.1,2895.71
2024-11-09,East,Office Supplies,Printer Ink,13,354.78,0.05,4381.53
2024-11-09,West,Electronics,Laptop,8,184.65,0.0,1477.2
2024-11-09,West,Furniture,Desk,42,271.64,0.05,10838.44
2024-11-09,West,Office Supplies,Stapler,25,48.74,0.0,1218.5
2024-11-10,North,Electronics,Laptop,20,483.88,0.1,8709.84
2024-11-10,North,Furniture,Shelf,18,211.14,0.1,3420.47
2024-11-10,North,Office Supplies,Printer Ink,44,246.26,0.05,10293.67
2024-11-10,South,Electronics,Laptop,9,81.83,0.15,626.0
2024-11-10,South,Furniture,Shelf,11,446.76,0.05,4668.64
2024-11-10,South,Office Supplies,Stapler,18,361.74,0.0,6511.32
2024-11-10,East,Electronics,Laptop,18,320.41,0.15,4902.27
2024-11-10,East,Furniture,Desk,33,287.26,0.0,9479.58
2024-11-10,East,Office Supplies,Printer Ink,36,265.18,0.1,8591.83
2024-11-10,West,Electronics,Tablet,38,240.96,0.15,7783.01
2024-11-10,West,Furniture,Desk,21,227.57,0.1,4301.07
2024-11-10,West,Office Supplies,Paper,22,38.57,0.0,848.54
2024-11-11,North,Electronics,Tablet,20,246.65,0.05,4686.35
2024-11-11,North,Furniture,Shelf,21,495.33,0.05,9881.83
2024-11-11,North,Office Supplies,Printer Ink,9,165.97,0.1,1344.36
2024-11-11,South,Electronics,Laptop,48,214.45,0.05,9778.92
2024-11-11,South,Furniture,Desk,22,58.77,0.15,1099.0
2024-11-11,South,Office Supplies,Printer Ink,20,121.08,0.1,2179.44
2024-11-11,East,Electronics,Phone,23,329.52,0.0,7578.96
2024-11-11,East,Furniture,Chair,17,58.35,0.0,991.95
2024-11-11,East,Office Supplies,Paper,34,351.52,0.1,10756.51
2024-11-11,West,Electronics,Tablet,28,313.86,0.0,8788.08
2024-11-11,West,Furniture,Desk,14,123.65,0.1,1557.99
2024-11-11,West,Office Supplies,Stapler,23,266.9,0.0,6138.7
2024-11-12,North,Electronics,Tablet,27,400.24,0.15,9185.51
2024-11-12,North,Furniture,Chair,8,217.66,0.15,1480.09
2024-11-12,North,Office Supplies,Stapler,44,466.12,0.0,20509.28
2024-11-12,South,Electronics,Phone,15,228.13,0.15,2908.66
2024-11-12,South,Furniture,Desk,22,317.58,0.15,5938.75
2024-11-12,South,Office Supplies,Printer Ink,14,257.68,0.05,3427.14
2024-11-12,East,Electronics,Tablet,19,364.06,0.05,6571.28
2024-11-12,East,Furniture,Chair,22,24.84,0.15,464.51
2024-11-12,East,Office Supplies,Paper,24,123.08,0.1,2658.53
2024-11-12,West,Electronics,Phone,46,406.41,0.1,16825.37
2024-11-12,West,Furniture,Shelf,40,434.54,0.1,15643.44
2024-11-12,West,Office Supplies,Stapler,12,300.62,0.15,3066.32
2024-11-13,North,Electronics,Laptop,11,46.92,0.05,490.31
2024-11-13,North,Furniture,Chair,40,29.73,0.05,1129.74
2024-11-13,North,Office Supplies,Paper,13,169.3,0.05,2090.86
2024-11-13,South,Electronics,Phone,6,346.48,0.05,1974.94
2024-11-13,South,Furniture,Shelf,39,454.82,0.1,15964.18
2024-11-13,South,Office Supplies,Stapler,35,102.33,0.15,3044.32
2024-11-13,East,Electronics,Laptop,24,58.81,0.1,1270.3
2024-11-13,East,Furniture,Shelf,32,464.36,0.0,14859.52
2024-11-13,East,Office Supplies,Printer Ink,46,287.39,0.15,11236.95
2024-11-13,West,Electronics,Tablet,22,209.5,0.0,4609.0
2024-11-13,West,Furniture,Chair,15,447.9,0.15,5710.72
2024-11-13,West,Office Supplies,Printer Ink,42,335.6,0.05,13390.44
2024-11-14,North,Electronics,Tablet,21,474.35,0.1,8965.22
2024-11-14,North,Furniture,Desk,28,462.89,0.05,12312.87
2024-11-14,North,Office Supplies,Printer Ink,40,239.8,0.05,9112.4
2024-11-14,South,Electronics,Tablet,13,289.34,0.15,3197.21
2024-11-14,South,Furniture,Desk,34,351.15,0.15,10148.23
2024-11-14,South,Office Supplies,Stapler,31,294.25,0.0,9121.75
2024-11-14,East,Electronics,Laptop,10,337.06,0.1,3033.54
2024-11-14,East,Furniture,Desk,19,250.53,0.0,4760.07
2024-11-14,East,Office Supplies,Stapler,36,382.44,0.1,12391.06
2024-11-14,West,Electronics,Phone,41,143.45,0.05,5587.38
2024-11-14,West,Furniture,Shelf,23,460.41,0.0,10589.43
2024-11-14,West,Office Supplies,Printer Ink,23,171.1,0.1,3541.77
2024-11-15,North,Electronics,Phone,19,87.48,0.1,1495.91
2024-11-15,North,Furniture,Shelf,7,496.95,0.1,3130.79
2024-11-15,North,Office Supplies,Printer Ink,33,441.04,0.0,14554.32
2024-11-15,South,Electronics,Phone,43,439.99,0.1,17027.61
2024-11-15,South,Furniture,Chair,33,467.01,0.05,14640.76
2024-11-15,South,Office Supplies,Paper,27,357.34,0.1,8683.36
2024-11-15,East,Electronics,Laptop,7,240.96,0.05,1602.38
2024-11-15,East,Furniture,Desk,19,245.2,0.05,4425.86
2024-11-15,East,Office Supplies,Stapler,23,254.86,0.0,5861.78
2024-11-15,West,Electronics,Phone,23,219.54,0.15,4292.01
2024-11-15,West,Furniture,Chair,17,473.69,0.05,7650.09
2024-11-15,West,Office Supplies,Printer Ink,48,463.59,0.1,20027.09
2024-11-16,North,Electronics,Tablet,46,353.91,0.1,14651.87
2024-11-16,North,Furniture,Desk,45,196.82,0.0,8856.9
2024-11-16,North,Office Supplies,Paper,48,255.37,0.05,11644.87
2024-11-16,South,Electronics,Phone,36,100.08,0.05,3422.74
2024-11-16,South,Furniture,Desk,33,278.89,0.0,9203.37
2024-11-16,South,Office Supplies,Printer Ink,14,235.68,0.0,3299.52
2024-11-16,East,Electronics,Phone,44,100.18,0.15,3746.73
2024-11-16,East,Furniture,Desk,35,140.77,0.15,4187.91
2024-11-16,East,Office Supplies,Printer Ink,26,43.3,0.1,1013.22
2024-11-16,West,Electronics,Tablet,29,59.29,0.1,1547.47
2024-11-16,West,Furniture,Chair,6,275.53,0.15,1405.2
2024-11-16,West,Office Supplies,Paper,8,483.68,0.05,3675.97
2024-11-17,North,Electronics,Tablet,38,164.11,0.15,5300.75
2024-11-17,North,Furniture,Chair,40,282.95,0.1,10186.2
2024-11-17,North,Office Supplies,Printer Ink,17,413.2,0.15,5970.74
2024-11-17,South,Electronics,Phone,17,232.09,0.15,3353.7
2024-11-17,South,Furniture,Desk,49,364.85,0.15,15196.0
2024-11-17,South,Office Supplies,Paper,44,389.33,0.1,15417.47
2024-11-17,East,Electronics,Phone,44,350.54,0.1,13881.38
2024-11-17,East,Furniture,Desk,16,39.21,0.05,595.99
2024-11-17,East,Office Supplies,Stapler,7,277.58,0.15,1651.6
2024-11-17,West,Electronics,Tablet,12,25.3,0.1,273.24
2024-11-17,West,Furniture,Shelf,8,150.82,0.15,1025.58
2024-11-17,West,Office Supplies,Printer Ink,35,372.38,0.1,11729.97
2024-11-18,North,Electronics,Laptop,7,324.36,0.15,1929.94
2024-11-18,North,Furniture,Chair,37,269.33,0.1,8968.69
2024-11-18,North,Office Supplies,Printer Ink,37,34.59,0.0,1279.83
2024-11-18,South,Electronics,Laptop,48,440.77,0.15,17983.42
2024-11-18,South,Furniture,Desk,36,469.06,0.0,16886.16
2024-11-18,South,Office Supplies,Paper,40,479.15,0.15,16291.1
2024-11-18,East,Electronics,Phone,25,324.43,0.0,8110.75
2024-11-18,East,Furniture,Shelf,10,328.91,0.15,2795.74
2024-11-18,East,Office Supplies,Printer Ink,18,428.62,0.05,7329.4
2024-11-18,West,Electronics,Tablet,15,175.51,0.05,2501.02
2024-11-18,West,Furniture,Chair,10,203.52,0.0,2035.2
2024-11-18,West,Office Supplies,Printer Ink,30,451.99,0.15,11525.74
2024-11-19,North,Electronics,Tablet,27,388.17,0.1,9432.53
2024-11-19,North,Furniture,Desk,34,390.31,0.0,13270.54
2024-11-19,North,Office Supplies,Stapler,36,90.73,0.0,3266.28
2024-11-19,South,Electronics,Phone,26,395.4,0.0,10280.4
2024-11-19,South,Furniture,Desk,20,312.56,0.15,5313.52
2024-11-19,South,Office Supplies,Stapler,23,419.38,0.1,8681.17
2024-11-19,East,Electronics,Laptop,15,383.3,0.05,5462.02
2024-11-19,East,Furniture,Desk,8,342.61,0.15,2329.75
2024-11-19,East,Office Supplies,Stapler,19,453.05,0.1,7747.16
2024-11-19,West,Electronics,Tablet,44,188.0,0.05,7858.4
2024-11-19,West,Furniture,Shelf,21,120.2,0.15,2145.57
2024-11-19,West,Office Supplies,Stapler,19,318.79,0.1,5451.31
2024-11-20,North,Electronics,Phone,16,352.86,0.05,5363.47
2024-11-20,North,Furniture,Chair,35,154.43,0.15,4594.29
2024-11-20,North,Office Supplies,Paper,13,34.78,0.1,406.93
2024-11-20,South,Electronics,Phone,13,324.23,0.1,3793.49
2024-11-20,South,Furniture,Chair,30,342.23,0.15,8726.87
2024-11-20,South,Office Supplies,Stapler,34,461.07,0.1,14108.74
2024-11-20,East,Electronics,Laptop,48,188.78,0.15,7702.22
2024-11-20,East,Furniture,Desk,12,81.55,0.05,929.67
2024-11-20,East,Office Supplies,Stapler,40,374.96,0.0,14998.4
2024-11-20,West,Electronics,Tablet,28,471.75,0.15,11227.65
2024-11-20,West,Furniture,Desk,9,311.1,0.05,2659.9
2024-11-20,West,Office Supplies,Printer Ink,9,459.43,0.1,3721.38
2024-11-21,North,Electronics,Laptop,33,31.91,0.15,895.08
2024-11-21,North,Furniture,Chair,16,360.99,0.05,5487.05
2024-11-21,North,Office Supplies,Stapler,27,161.07,0.0,4348.89
2024-11-21,South,Electronics,Laptop,25,225.16,0.05,5347.55
2024-11-21,South,Furniture,Shelf,7,51.5,0.05,342.48
2024-11-21,South,Office Supplies,Printer Ink,30,256.91,0.15,6551.21
2024-11-21,East,Electronics,Phone,49,424.15,0.05,19744.18
2024-11-21,East,Furniture,Desk,27,231.27,0.05,5932.08
2024-11-21,East,Office Supplies,Stapler,5,73.08,0.1,328.86
2024-11-21,West,Electronics,Laptop,7,34.93,0.0,244.51
2024-11-21,West,Furniture,Shelf,15,281.02,0.15,3583.0
2024-11-21,West,Office Supplies,Stapler,10,130.86,0.0,1308.6
2024-11-22,North,Electronics,Laptop,32,184.81,0.15,5026.83
2024-11-22,North,Furniture,Shelf,17,391.19,0.1,5985.21
2024-11-22,North,Office Supplies,Paper,25,187.07,0.05,4442.91
2024-11-22,South,Electronics,Tablet,42,285.81,0.1,10803.62
2024-11-22,South,Furniture,Desk,21,452.84,0.1,8558.68
2024-11-22,South,Office Supplies,Stapler,34,293.71,0.0,9986.14
2024-11-22,East,Electronics,Phone,12,151.83,0.1,1639.76
2024-11-22,East,Furniture,Desk,23,313.91,0.1,6497.94
2024-11-22,East,Office Supplies,Printer Ink,19,305.02,0.15,4926.07
2024-11-22,West,Electronics,Phone,17,118.14,0.05,1907.96
2024-11-22,West,Furniture,Chair,43,91.95,0.05,3756.16
2024-11-22,West,Office Supplies,Stapler,31,164.01,0.1,4575.88
2024-11-23,North,Electronics,Phone,19,137.41,0.1,2349.71
2024-11-23,North,Furniture,Chair,24,448.45,0.0,10762.8
2024-11-23,North,Office Supplies,Printer Ink,43,315.26,0.05,12878.37
2024-11-23,South,Electronics,Phone,26,128.28,0.0,3335.28
2024-11-23,South,Furniture,Desk,6,285.84,0.1,1543.54
2024-11-23,South,Office Supplies,Printer Ink,27,141.94,0.1,3449.14
2024-11-23,East,Electronics,Laptop,13,83.28,0.0,1082.64
2024-11-23,East,Furniture,Chair,5,186.88,0.05,887.68
2024-11-23,East,Office Supplies,Printer Ink,44,75.71,0.15,2831.55
2024-11-23,West,Electronics,Tablet,24,161.89,0.0,3885.36
2024-11-23,West,Furniture,Shelf,25,405.18,0.15,8610.07
2024-11-23,West,Office Supplies,Stapler,41,243.14,0.05,9470.3
2024-11-24,North,Electronics,Phone,44,422.38,0.1,16726.25
2024-11-24,North,Furniture,Desk,19,82.71,0.1,1414.34
2024-11-24,North,Office Supplies,Paper,44,309.4,0.05,12932.92
2024-11-24,South,Electronics,Phone,41,29.17,0.05,1136.17
2024-11-24,South,Furniture,Chair,7,387.74,0.05,2578.47
2024-11-24,South,Office Supplies,Printer Ink,42,420.32,0.05,16770.77
2024-11-24,East,Electronics,Laptop,8,370.29,0.0,2962.32
2024-11-24,East,Furniture,Chair,30,170.08,0.1,4592.16
2024-11-24,East,Office Supplies,Printer Ink,35,376.64,0.15,11205.04
2024-11-24,West,Electronics,Tablet,14,101.55,0.05,1350.62
2024-11-24,West,Furniture,Shelf,24,256.87,0.1,5548.39
2024-11-24,West,Office Supplies,Stapler,16,89.55,0.0,1432.8
2024-11-25,North,Electronics,Laptop,41,208.53,0.0,8549.73
2024-11-25,North,Furniture,Shelf,31,403.65,0.15,10636.18
2024-11-25,North,Office Supplies,Stapler,19,395.38,0.1,6761.0
2024-11-25,South,Electronics,Phone,12,303.09,0.1,3273.37
2024-11-25,South,Furniture,Chair,22,28.38,0.1,561.92
2024-11-25,South,Office Supplies,Printer Ink,7,137.17,0.1,864.17
2024-11-25,East,Electronics,Tablet,37,287.79,0.0,10648.23
2024-11-25,East,Furniture,Desk,30,125.11,0.15,3190.3
2024-11-25,East,Office Supplies,Printer Ink,14,403.15,0.05,5361.9
2024-11-25,West,Electronics,Laptop,18,377.27,0.0,6790.86
2024-11-25,West,Furniture,Chair,48,204.06,0.1,8815.39
2024-11-25,West,Office Supplies,Paper,14,310.43,0.1,3911.42
2024-11-26,North,Electronics,Tablet,5,251.09,0.15,1067.13
2024-11-26,North,Furniture,Desk,40,229.4,0.1,8258.4
2024-11-26,North,Office Supplies,Stapler,6,25.26,0.15,128.83
2024-11-26,South,Electronics,Tablet,35,495.49,0.05,16475.04
2024-11-26,South,Furniture,Chair,27,141.86,0.1,3447.2
2024-11-26,South,Office Supplies,Printer Ink,7,149.22,0.0,1044.54
2024-11-26,East,Electronics,Laptop,44,90.69,0.15,3391.81
2024-11-26,East,Furniture,Chair,45,222.17,0.15,8498.0
2024-11-26,East,Office Supplies,Stapler,41,322.16,0.1,11887.7
2024-11-26,West,Electronics,Tablet,13,262.87,0.15,2904.71
2024-11-26,West,Furniture,Chair,30,220.02,0.15,5610.51
2024-11-26,West,Office Supplies,Printer Ink,45,344.22,0.0,15489.9
2024-11-27,North,Electronics,Phone,11,298.65,0.1,2956.64
2024-11-27,North,Furniture,Chair,16,274.52,0.1,3953.09
2024-11-27,North,Office Supplies,Paper,14,143.27,0.1,1805.2
2024-11-27,South,Electronics,Tablet,6,58.22,0.15,296.92
2024-11-27,South,Furniture,Desk,8,348.43,0.0,2787.44
2024-11-27,South,Office Supplies,Paper,24,407.92,0.0,9790.08
2024-11-27,East,Electronics,Tablet,29,324.72,0.15,8004.35
2024-11-27,East,Furniture,Shelf,38,179.49,0.05,6479.59
2024-11-27,East,Office Supplies,Paper,31,76.21,0.0,2362.51
2024-11-27,West,Electronics,Tablet,43,233.08,0.05,9521.32
2024-11-27,West,Furniture,Shelf,49,220.39,0.15,9179.24
2024-11-27,West,Office Supplies,Stapler,19,433.65,0.0,8239.35
2024-11-28,North,Electronics,Tablet,36,153.22,0.0,5515.92
2024-11-28,North,Furniture,Desk,44,331.1,0.15,12383.14
2024-11-28,North,Office Supplies,Printer Ink,48,454.44,0.1,19631.81
2024-11-28,South,Electronics,Laptop,43,58.97,0.0,2535.71
2024-11-28,South,Furniture,Desk,32,342.6,0.0,10963.2
2024-11-28,South,Office Supplies,Paper,27,145.98,0.05,3744.39
2024-11-28,East,Electronics,Tablet,15,48.12,0.1,649.62
2024-11-28,East,Furniture,Desk,45,227.88,0.0,10254.6
2024-11-28,East,Office Supplies,Printer Ink,49,494.24,0.15,20585.1
2024-11-28,West,Electronics,Tablet,17,417.87,0.1,6393.41
2024-11-28,West,Furniture,Shelf,15,280.26,0.15,3573.31
2024-11-28,West,Office Supplies,Stapler,38,184.85,0.05,6673.08
2024-11-29,North,Electronics,Tablet,49,472.75,0.05,22006.51
2024-11-29,North,Furniture,Desk,33,160.96,0.05,5046.1
2024-11-29,North,Office Supplies,Paper,47,282.09,0.15,11269.5
2024-11-29,South,Electronics,Tablet,37,73.59,0.05,2586.69
2024-11-29,South,Furniture,Desk,5,498.82,0.15,2119.98
2024-11-29,South,Office Supplies,Stapler,40,442.25,0.05,16805.5
2024-11-29,East,Electronics,Tablet,37,254.45,0.1,8473.18
2024-11-29,East,Furniture,Shelf,27,40.18,0.05,1030.62
2024-11-29,East,Office Supplies,Printer Ink,42,193.5,0.0,8127.0
2024-11-29,West,Electronics,Tablet,7,200.31,0.15,1191.84
2024-11-29,West,Furniture,Desk,41,430.19,0.15,14992.12
2024-11-29,West,Office Supplies,Stapler,49,263.47,0.1,11619.03
2024-11-30,North,Electronics,Tablet,5,196.59,0.05,933.8
2024-11-30,North,Furniture,Shelf,19,482.64,0.0,9170.16
2024-11-30,North,Office Supplies,Printer Ink,24,77.31,0.0,1855.44
2024-11-30,South,Electronics,Tablet,36,127.7,0.05,4367.34
2024-11-30,South,Furniture,Chair,43,305.17,0.15,11153.96
2024-11-30,South,Office Supplies,Stapler,30,236.97,0.1,6398.19
2024-11-30,East,Electronics,Tablet,16,236.3,0.05,3591.76
2024-11-30,East,Furniture,Desk,20,40.64,0.15,690.88
2024-11-30,East,Office Supplies,Printer Ink,30,477.53,0.15,12177.02
2024-11-30,West,Electronics,Phone,43,424.15,0.15,15502.68
2024-11-30,West,Furniture,Chair,13,291.11,0.05,3595.21
2024-11-30,West,Office Supplies,Stapler,24,78.7,0.1,1699.92
2024-12-01,North,Electronics,Laptop,45,141.77,0.05,6060.67
2024-12-01,North,Furniture,Shelf,10,408.02,0.0,4080.2
2024-12-01,North,Office Supplies,Printer Ink,7,305.06,0.1,1921.88
2024-12-01,South,Electronics,Phone,25,408.02,0.1,9180.45
2024-12-01,South,Furniture,Shelf,21,61.78,0.1,1167.64
2024-12-01,South,Office Supplies,Stapler,34,92.76,0.0,3153.84
2024-12-01,East,Electronics,Laptop,18,257.85,0.05,4409.23
2024-12-01,East,Furniture,Chair,30,449.38,0.1,12133.26
2024-12-01,East,Office Supplies,Paper,39,264.83,0.1,9295.53
2024-12-01,West,Electronics,Tablet,40,272.26,0.15,9256.84
2024-12-01,West,Furniture,Desk,49,174.02,0.1,7674.28
2024-12-01,West,Office Supplies,Paper,9,438.94,0.15,3357.89
2024-12-02,North,Electronics,Phone,22,92.52,0.05,1933.67
2024-12-02,North,Furniture,Shelf,10,334.99,0.15,2847.42
2024-12-02,North,Office Supplies,Stapler,44,172.79,0.1,6842.48
2024-12-02,South,Electronics,Tablet,31,201.22,0.1,5614.04
2024-12-02,South,Furniture,Desk,9,470.12,0.1,3807.97
2024-12-02,South,Office Supplies,Stapler,34,205.14,0.05,6626.02
2024-12-02,East,Electronics,Tablet,41,403.5,0.15,14061.98
2024-12-02,East,Furniture,Shelf,26,397.18,0.15,8777.68
2024-12-02,East,Office Supplies,Printer Ink,34,211.24,0.15,6104.84
2024-12-02,West,Electronics,Phone,27,284.85,0.1,6921.86
2024-12-02,West,Furniture,Desk,40,399.77,0.05,15191.26
2024-12-02,West,Office Supplies,Stapler,17,240.02,0.05,3876.32
2024-12-03,North,Electronics,Laptop,40,236.01,0.15,8024.34
2024-12-03,North,Furniture,Chair,12,457.16,0.1,4937.33
2024-12-03,North,Office Supplies,Stapler,10,173.43,0.0,1734.3
2024-12-03,South,Electronics,Laptop,16,353.31,0.15,4805.02
2024-12-03,South,Furniture,Desk,21,78.9,0.15,1408.36
2024-12-03,South,Office Supplies,Printer Ink,44,228.79,0.1,9060.08
2024-12-03,East,Electronics,Tablet,28,31.61,0.1,796.57
2024-12-03,East,Furniture,Shelf,14,213.43,0.15,2539.82
2024-12-03,East,Office Supplies,Printer Ink,14,203.01,0.0,2842.14
2024-12-03,West,Electronics,Phone,20,104.0,0.15,1768.0
2024-12-03,West,Furniture,Desk,33,476.14,0.05,14926.99
2024-12-03,West,Office Supplies,Stapler,45,163.43,0.15,6251.2
2024-12-04,North,Electronics,Phone,25,448.07,0.05,10641.66
2024-12-04,North,Furniture,Desk,49,40.93,0.05,1905.29
2024-12-04,North,Office Supplies,Stapler,40,419.87,0.1,15115.32
2024-12-04,South,Electronics,Phone,18,181.62,0.0,3269.16
2024-12-04,South,Furniture,Shelf,5,496.28,0.15,2109.19
2024-12-04,South,Office Supplies,Printer Ink,38,125.5,0.1,4292.1
2024-12-04,East,Electronics,Phone,21,297.78,0.15,5315.37
2024-12-04,East,Furniture,Desk,6,445.75,0.1,2407.05
2024-12-04,East,Office Supplies,Paper,34,150.17,0.0,5105.78
2024-12-04,West,Electronics,Phone,29,76.83,0.15,1893.86
2024-12-04,West,Furniture,Desk,13,177.85,0.15,1965.24
2024-12-04,West,Office Supplies,Printer Ink,41,293.96,0.15,10244.51
2024-12-05,North,Electronics,Tablet,24,145.34,0.1,3139.34
2024-12-05,North,Furniture,Desk,35,76.39,0.1,2406.29
2024-12-05,North,Office Supplies,Stapler,31,63.14,0.15,1663.74
2024-12-05,South,Electronics,Phone,11,71.18,0.1,704.68
2024-12-05,South,Furniture,Shelf,19,179.73,0.0,3414.87
2024-12-05,South,Office Supplies,Printer Ink,27,142.82,0.05,3663.33
2024-12-05,East,Electronics,Phone,21,277.71,0.05,5540.31
2024-12-05,East,Furniture,Shelf,17,213.32,0.1,3263.8
2024-12-05,East,Office Supplies,Printer Ink,38,268.94,0.0,10219.72
2024-12-05,West,Electronics,Tablet,32,256.85,0.05,7808.24
2024-12-05,West,Furniture,Chair,31,377.66,0.05,11122.09
2024-12-05,West,Office Supplies,Paper,10,82.39,0.1,741.51
2024-12-06,North,Electronics,Phone,25,248.11,0.0,6202.75
2024-12-06,North,Furniture,Shelf,8,151.74,0.15,1031.83
2024-12-06,North,Office Supplies,Paper,29,362.75,0.05,9993.76
2024-12-06,South,Electronics,Phone,31,388.92,0.0,12056.52
2024-12-06,South,Furniture,Desk,42,492.77,0.0,20696.34
2024-12-06,South,Office Supplies,Paper,25,22.69,0.05,538.89
2024-12-06,East,Electronics,Phone,43,74.86,0.15,2736.13
2024-12-06,East,Furniture,Desk,36,373.64,0.0,13451.04
2024-12-06,East,Office Supplies,Paper,11,469.22,0.15,4387.21
2024-12-06,West,Electronics,Tablet,10,473.24,0.15,4022.54
2024-12-06,West,Furniture,Desk,27,73.66,0.0,1988.82
2024-12-06,West,Office Supplies,Stapler,12,227.22,0.15,2317.64
2024-12-07,North,Electronics,Phone,21,359.21,0.1,6789.07
2024-12-07,North,Furniture,Shelf,21,266.87,0.15,4763.63
2024-12-07,North,Office Supplies,Stapler,46,134.95,0.15,5276.54
2024-12-07,South,Electronics,Phone,12,437.1,0.05,4982.94
2024-12-07,South,Furniture,Desk,30,204.38,0.1,5518.26
2024-12-07,South,Office Supplies,Printer Ink,17,289.58,0.15,4184.43
2024-12-07,East,Electronics,Laptop,41,437.99,0.0,17957.59
2024-12-07,East,Furniture,Chair,48,223.06,0.0,10706.88
2024-12-07,East,Office Supplies,Paper,40,496.16,0.1,17861.76
2024-12-07,West,Electronics,Phone,7,235.8,0.15,1403.01
2024-12-07,West,Furniture,Shelf,15,248.86,0.05,3546.26
2024-12-07,West,Office Supplies,Paper,8,394.49,0.15,2682.53
2024-12-08,North,Electronics,Tablet,44,199.26,0.15,7452.32
2024-12-08,North,Furniture,Desk,8,297.42,0.0,2379.36
2024-12-08,North,Office Supplies,Stapler,31,44.84,0.15,1181.53
2024-12-08,South,Electronics,Phone,10,483.43,0.1,4350.87
2024-12-08,South,Furniture,Chair,48,97.6,0.15,3982.08
2024-12-08,South,Office Supplies,Stapler,6,126.56,0.0,759.36
2024-12-08,East,Electronics,Laptop,35,383.18,0.15,11399.61
2024-12-08,East,Furniture,Desk,42,301.58,0.15,10766.41
2024-12-08,East,Office Supplies,Stapler,25,406.86,0.1,9154.35
2024-12-08,West,Electronics,Tablet,44,469.26,0.1,18582.7
2024-12-08,West,Furniture,Chair,43,115.53,0.05,4719.4
